hyperparameter_setting_id,bits,Full precision,Post minmaxQ,Post quantileQ,Pre minmaxQ,Pre quantileQ,SoftQ,HardQ,Bitwise softQ,Bitwise hardQ,dataset
7,2,0.5380051759156314,1.8773478377949109,0.7014771022579886,0.6416172656145963,0.5718540251255035,0.5520237982273102,0.5520238686691631,0.5932204940102317,0.5938100652261213,wine
7,3,0.5100007558410818,1.174398405985399,0.5869481590661135,0.5640702789480035,0.5304827012799003,0.5241653268987482,0.52425356073813,0.5761618722568859,0.5850548093969171,wine
7,4,0.5283570235425775,0.6827153319662268,0.5518881759860299,0.5566344694657759,0.5392606529322538,0.534824934872714,0.534824934872714,0.5083801394159143,0.508483889428052,wine
7,5,0.5048282281918959,0.5257298404520209,0.5262684036384929,0.4738006496971303,0.5158359421925112,0.5246831341223284,0.5246860953894529,0.4682891125028783,0.4685638682408766,wine
7,6,0.516806648536162,0.5261339518156919,0.5056987540288405,0.5071015412157233,0.5536580302498557,0.5376300865953619,0.537630864165046,0.676897712729194,0.6769254045052961,wine
7,7,0.5121314186941494,0.5073613754727624,0.5192537510936911,0.5081650181250139,0.5134021043777466,0.5444765334779565,0.5438979213887994,0.4956916313279759,0.4960472556677731,wine
7,8,0.5497740073637529,0.5494351251558824,0.5460200689055703,0.5097530348734423,0.5616762191057205,0.6143029738556255,0.614467669617046,0.5878591131080281,0.5878083651716058,wine
8,2,0.5213422314687208,0.9055997187441046,0.5405006164854224,0.6381756527857347,0.5483838780359789,0.5680418041619387,0.5680417608131062,0.5422996472228657,0.5423036976294084,wine
8,3,0.5245565717870538,1.2013851675120266,0.6155748909169977,0.5869064439426769,0.5288706042549827,0.5328053290193732,0.5359810915860262,0.5569466894323175,0.568744414231994,wine
8,4,0.5117668319832195,0.6155124469236894,0.5299859995191748,0.6076373295350508,0.54697401415218,0.5579832142049616,0.5595652000470595,0.5543454032052647,0.5693053562532772,wine
8,5,0.5058724202892997,0.5200079462744973,0.5349124615842645,0.565800972960212,0.5029062276536768,0.5300148129463196,0.5298256332224066,0.5193927857008848,0.5195946923711083,wine
8,6,0.4793603501536629,0.501083021814173,0.4847525439479134,0.507405321706425,0.515524379231713,0.4852234382521022,0.4851780764081261,0.5359594171697443,0.536049794067036,wine
8,7,0.5026922253045168,0.4978120245716788,0.4977496916597539,0.5191069394350052,0.5572017512538217,0.5322741351344369,0.5322831977497448,0.5471262715079568,0.5471194359389219,wine
