hyperparameter_setting_id,kFold_id,bits,weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_FP,val_loss_Po-MQ,val_loss_Po-QQ,val_loss_Pr-MQ,val_loss_Pr-QQ,val_loss_SQ,val_loss_SQplus,val_loss_Bw-MQ,val_loss_Bw-QQ,val_loss_Bw-SQ,val_loss_LLT,val_loss_LSQ,test_loss_FP,test_loss_Po-MQ,test_loss_Po-QQ,test_loss_Pr-MQ,test_loss_Pr-QQ,test_loss_SQ,test_loss_SQplus,test_loss_Bw-MQ,test_loss_Bw-QQ,test_loss_Bw-SQ,test_loss_LLT,test_loss_LSQ,train_loss_FP,train_loss_Pr-MQ,train_loss_Pr-QQ,train_loss_SQ,train_loss_SQplus,train_loss_Bw-MQ,train_loss_Bw-QQ,train_loss_Bw-SQ,train_loss_LLT,train_loss_LSQ,time_FP,time_Pr-MQ,time_SQ,time_SQplus,time_Bw-MQ,time_Bw-SQ,time_LLT,time_LSQ,val_loss_SQ_train,test_loss_SQ_train,val_loss_SQplus_train,test_loss_SQplus_train,val_loss_Bw-SQ_train,test_loss_Bw-SQ_train
0,0,3,0.001,0.001,6,4096,50,0.0001,0.4230892333117398,0.9055987867442045,0.6477574529972944,0.564434907653115,0.4704030562530864,0.48590077324347064,0.36177821728316223,0.559646419503472,0.6211849098855798,0.4345865114168687,,0.4710734324021773,0.39920989871025087,0.8008443236351013,0.5420172691345215,0.5053006172180176,0.4040220111608505,0.44350212812423706,0.3384124994277954,1.0012008666992187,0.9997036695480347,0.43707730174064635,,0.4250182330608368,0.35222761765603094,0.5659410309407019,0.42097582451758847,0.3562996416322647,0.34289220648427166,0.6261427883178957,0.5521788001060486,0.2681516846341471,,0.46355865463133783,25.84129586070776,26.00633480027318,26.31144632026553,25.883672323077917,25.957889586687088,25.76718109473586,,25.827658530324697,0.3659829863093116,0.3262416869401932,0.361595557494597,0.3381089508533478,0.43464570018378174,0.4375271677970886
0,1,3,0.001,0.001,6,4096,50,0.0001,0.3798035708340732,0.9203601046042009,0.5942360352386128,0.5728670914064754,0.41533465547995135,0.5930518142201684,0.34743192385543475,0.5535500970753756,0.6277609142390165,0.3723644891923124,,0.3843550844625993,0.36226859092712405,0.8912938952445983,0.509332948923111,0.5432943820953369,0.36760472059249877,0.5672277450561524,0.3105831503868103,0.9995829343795777,1.0002934455871582,0.27750604450702665,,0.34047684967517855,0.36976120837273135,0.5670341849327087,0.4072767111562913,0.34867162666013163,0.33030125594908194,0.6254130140427621,0.5462610115928035,0.28249654462260587,,0.4039863626803121,25.78133801370859,25.909109190106392,26.142370097339153,25.979812748730183,25.95906315371394,25.855991382151842,,25.82950432598591,0.38156781142408197,0.33455254435539244,0.3473522527651353,0.3103811413049698,0.3723737834529443,0.2773759514093399
0,2,3,0.001,0.001,6,4096,50,0.0001,0.3639159392226826,0.9727143509821459,0.5216891819780524,0.5153706425970251,0.41543429819020355,0.48295521194284613,0.3459480513225902,0.5128873938863928,0.6035661914131858,0.3721090988679366,,0.44244134426116943,0.3160450577735901,0.8831614136695862,0.4554657250642776,0.48557781279087064,0.3847382187843323,0.5030718207359314,0.31802645325660706,0.9993539810180664,0.9995052814483643,0.23552183508872987,,0.4333385407924652,0.33061082709220146,0.5680872163464946,0.4049826966178033,0.34967121481895447,0.339831781002783,0.636768235314277,0.567520143524293,0.2716402228801481,,0.45822904186864055,25.54728551954031,26.12988017499447,26.003679051995277,25.95690980926156,25.9571544341743,26.009883515536785,,25.795388337224722,0.35063486478545447,0.3163646787405014,0.346013987606222,0.3176777005195618,0.37195808779109607,0.23545117378234864
0,3,3,0.001,0.001,6,4096,50,0.0001,0.42565086483955383,0.9263807264241305,0.6541908979415894,0.5992571169679816,0.5369030941616405,0.42949080196293915,0.44903387942097406,0.5824301405386492,0.6732492203062231,0.45076821879907086,,0.47273586013100366,0.3073522835969925,0.7667395174503326,0.4596789479255676,0.4834373950958252,0.37506752014160155,0.3366577684879303,0.36491419076919557,1.0005429983139038,1.0009084701538087,0.2546561360359192,,0.3686434835195541,0.32954931163018747,0.5647016350300081,0.4043466554534051,0.35619402604718364,0.3464169185007772,0.618605779063317,0.5513428593835523,0.2414392497270338,,0.4345125363719079,25.561210971325636,25.91901145502925,26.220838889479637,25.883388590067625,26.183164548128843,25.93258987367153,,26.031801875680685,0.42534944686022674,0.3342779457569122,0.4489745104854757,0.3648249447345734,0.4506926184350794,0.2543522000312805
1,0,3,0.0,0.0001,8,128,30,0.0001,0.3836167414080013,1.0140927921641956,0.4943183823065324,0.56091754544865,0.4491493512283672,0.4071251993829554,0.4010212231766094,0.5446123426610773,0.4368346347050233,0.3929872485724362,,0.4706787182526155,0.34120898246765136,0.901027524471283,0.4354136288166046,0.5016299903392791,0.381828248500824,0.3535961419343948,0.3539209604263306,1.0053259968757629,0.9994073152542114,0.35789170265197756,,0.4402411073446274,0.3678659027622592,0.5677418035845603,0.4202064016172963,0.3825091633104509,0.3810599013682335,0.3753742864055018,0.5463571240825038,0.34557469525644857,,0.47643699280677304,3.2118468582630157,3.2424744553864002,3.4837443828582764,3.4754085540771484,3.1305438205599785,3.3467747159302235,,3.2978609688580036,0.40700695460492914,0.3534497916698456,0.4009121195836501,0.3546416997909546,0.39283140139146283,0.3578099012374878
1,1,3,0.0,0.0001,8,128,30,0.0001,0.36707562479105865,0.8113289285789836,0.5114004476503893,0.5452340570363131,0.43653732538223267,0.37828518043864856,0.39295191927389667,0.5260193036361174,0.4185825423760848,0.37574629892002454,,0.4658028537576849,0.3364496111869812,0.7428525388240814,0.45891554951667785,0.5054983764886856,0.39711304306983947,0.3393160283565521,0.3645646274089813,0.9999247550964355,1.000296914577484,0.3306683301925659,,0.4391354709863663,0.3635829552527397,0.5704803985934104,0.43804930486986715,0.38657216583528825,0.39540140090450165,0.3900801827830653,0.5444107584414943,0.3556367620345085,,0.47762041418783124,3.06250262260437,3.2453130222857,3.5582979284226894,3.383906077593565,3.2532731033861637,3.157730482518673,,3.3123197741806507,0.37817015702074225,0.3395014420151711,0.39295633001761004,0.3645362854003906,0.3746039731936021,0.33073513507843016
1,2,3,0.0,0.0001,8,128,30,0.0001,0.36511216244914313,0.8731253797357733,0.4563426754691384,0.5300976010886106,0.4275477880781347,0.37361839007247577,0.3844636563550342,0.5157064714215018,0.4096453135663813,0.372088991782882,,0.4576994356783954,0.3139977939426899,0.8015061497688294,0.42901442646980287,0.49372318387031555,0.37100884020328523,0.34460410177707673,0.35503522157669065,0.9997039198875427,0.9990946769714355,0.3290055841207504,,0.43313659727573395,0.37252585349544404,0.5750663895760814,0.42182688366982246,0.3870026680731004,0.40117621421813965,0.3861149549484253,0.5575198963765176,0.36423457822492045,,0.4732782263909617,3.1791719309985638,3.288872543722391,3.6558180153369904,3.481221918016672,3.2164448276162148,3.117061357945204,,3.4309972189366817,0.3736100203611634,0.3446964591741562,0.3843274279074235,0.35467288792133334,0.3724388222802769,0.3287380963563919
1,3,3,0.0,0.0001,8,128,30,0.0001,0.422985775904222,0.864857093854384,0.5768459899858995,0.5954994667660106,0.5117743719707836,0.4327381226149472,0.44310337034138764,0.5817518613555215,0.4946636340834878,0.44141341610388324,,0.5213581242344596,0.32111680805683135,0.7732671797275543,0.42735675275325774,0.48389179557561873,0.37354007363319397,0.3245262190699577,0.34363686442375185,1.0007965445518494,1.0025226354599,0.3158742994070053,,0.42661877870559695,0.3553971677057205,0.557227530787068,0.4211690964237336,0.37686154150193735,0.3798429975586553,0.3820602499669598,0.5510147588868295,0.3487530812140434,,0.4683317397871325,2.966155309230089,3.1747148633003235,3.499920144677162,3.389193832874298,3.1932771541178226,3.414031159132719,,3.3023236952722073,0.43273280696435407,0.3245064303278923,0.4431138743053783,0.3435499757528305,0.44129400090737775,0.3158389270305634
2,0,3,0.01,0.001,10,4096,50,0.0001,1.0000995505939831,1.0000995505939831,1.0000995505939831,0.9997710314663973,1.0000786022706465,1.0000267895785244,1.0001167817549272,1.0010218782858415,0.9998757839202881,0.9998341040177778,,,1.0000347018241882,1.0000347018241882,1.0000347018241882,0.9999215483665467,1.0000274658203125,1.000009298324585,1.0000409007072448,1.001000988483429,1.0004694938659668,0.9999428868293763,,,1.000049642978176,1.000004497266585,1.0000259049477116,1.0000334247466056,1.0000228631880976,1.0000170353920228,1.0000566321034585,1.0000112864278978,,,42.989113509655,43.46262800320983,43.57230373471975,43.22352800518274,43.3624948784709,43.15083013474941,,42.64709600806236,1.0000267895785244,1.000009298324585,1.0001167817549272,1.0000409007072448,0.9998341040177778,0.9999428868293763
2,1,3,0.01,0.001,10,4096,50,0.0001,0.9995473785833879,0.9995473785833879,0.9995473785833879,0.9994228698990562,1.0008619969541377,0.999768620187586,0.9997666640715166,0.9990862824700095,0.9998817498033697,0.9998534050854769,,,0.9998403429985047,0.9998403429985047,0.9998403429985047,0.9997974872589112,1.00034339427948,0.9999186992645264,0.9999179482460022,0.9994472384452819,0.9996286034584045,0.9999494433403016,,,1.0000032148053568,1.0000091060515373,1.0002495415749089,1.0000216095678267,1.000074432742211,1.000026935531247,1.0000527866425053,1.0000300599682717,,,42.849934335798025,43.29060382023454,43.637437146157026,43.26268146187067,43.40868719294667,43.082437213510275,,42.83158814534545,0.999768620187586,0.9999186992645264,0.9997666640715166,0.9999179482460022,0.9998534050854769,0.9999494433403016
