hyperparameter_setting_id,bits,Full precision,Post minmaxQ,Post quantileQ,Pre minmaxQ,Pre quantileQ,SoftQ,HardQ,Bitwise softQ,Bitwise hardQ,dataset
0,2,0.5894218708981167,2.696759076010097,0.8417054384946823,0.7385462445291606,0.6666297918016261,0.6460549292239276,0.646063449436968,0.6714497468688271,0.6721887320280076,wine
0,3,0.6006121212785894,1.4245463807474483,0.6589587599039077,0.6892063629898157,0.6389543091708964,0.6223156580870801,0.6224088920788331,0.6291417522863909,0.6353096327998421,wine
0,4,0.6218303807757117,0.8354409819299524,0.6628700443289497,0.6571304575963455,0.6239458077333191,0.6116244498978961,0.6137924897399816,0.6456190221688964,0.6498019991950555,wine
0,5,0.5751558122987097,0.6092084467411041,0.5928906106136063,0.589867631549185,0.5745574626055631,0.5908378825946288,0.590837428922003,0.5088898596438495,0.5088530835780231,wine
0,6,0.598639865219593,0.6044387783516537,0.6001641338521784,0.5991155581040817,0.6036034310405904,0.598299366235733,0.5984303566542539,0.5826041367920962,0.5827983016317541,wine
0,7,0.5857049409638752,0.5856355347416617,0.5864483949812975,0.5911258971149271,0.5937177533453161,0.5795316127213564,0.579697875272144,0.5911864275282079,0.5912224542010914,wine
0,8,0.58201347196644,0.5829472361640496,0.581599798798561,0.5969877256588502,0.5782298987562007,0.5792000701481645,0.5794283548539335,0.5879457884214141,0.5879601814530113,wine
1,2,0.6035436987876892,2.733576314015822,0.866730830615217,0.7439245971766385,0.6802358367226341,0.6577208775688301,0.6695554649288005,0.7129999794743278,0.7391128713434393,wine
1,3,0.6172012589194558,1.0172393945130433,0.6497985847971657,0.7160957875576887,0.6452437110922553,0.6666079992597753,0.6668703897432848,0.6116121105172417,0.612357353486798,wine
1,4,0.5904630322347988,0.7864020371978933,0.6269293649630113,0.6338253767652946,0.6138843908905983,0.5962033630772071,0.5962294826453383,0.8405367990109054,0.8406215608119965,wine
1,5,0.5989675007083199,0.6473008428107608,0.6114121619950641,0.5917931938713247,0.6208545167337765,0.6382618500427767,0.6385256767272949,0.9214081886139782,0.9214765443043275,wine
1,6,0.5966741865331476,0.6212544531307438,0.6009951116686517,0.6344266716729511,0.6163549940694463,0.6567755807529796,0.6565765497359363,0.6309968589381738,0.6310294147242199,wine
1,7,0.6240654266693375,0.6259479923681779,0.6265534064986489,0.6170985099944202,0.6574756606058642,0.6145682401277802,0.6155130058526993,0.6301561594009399,0.6301080348816785,wine
1,8,0.60450224456462,0.6050886327570135,0.6030096979303793,0.5906689223918048,0.6027708915146914,0.5880322087894786,0.5880210932005536,0.6236221279610287,0.6235851799899882,wine
