hyperparameter_setting_id,kFold_id,bits,weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_FP,val_loss_Po-MQ,val_loss_Po-QQ,val_loss_Pr-MQ,val_loss_Pr-QQ,val_loss_SQ,val_loss_SQplus,val_loss_Bw-MQ,val_loss_Bw-QQ,val_loss_Bw-SQ,val_loss_LLT9,val_loss_LLT4,val_loss_LSQ,test_loss_FP,test_loss_Po-MQ,test_loss_Po-QQ,test_loss_Pr-MQ,test_loss_Pr-QQ,test_loss_SQ,test_loss_SQplus,test_loss_Bw-MQ,test_loss_Bw-QQ,test_loss_Bw-SQ,test_loss_LLT9,test_loss_LLT4,test_loss_LSQ,train_loss_FP,train_loss_Pr-MQ,train_loss_Pr-QQ,train_loss_SQ,train_loss_SQplus,train_loss_Bw-MQ,train_loss_Bw-QQ,train_loss_Bw-SQ,train_loss_LLT9,train_loss_LLT4,train_loss_LSQ,time_FP,time_Pr-MQ,time_SQ,time_SQplus,time_Bw-MQ,time_Bw-SQ,time_LLT9,time_LLT4,time_LSQ,val_loss_SQ_train,test_loss_SQ_train,val_loss_SQplus_train,test_loss_SQplus_train,val_loss_LLT9_train,test_loss_LLT9_train,val_loss_LLT4_train,test_loss_LLT4_train,val_loss_Bw-SQ_train,test_loss_Bw-SQ_train
0,0,4,0.001,0.001,8,32,70,0.0001,0.2299826920032501,0.3755480468273163,0.5527367949485779,0.22323510944843292,1.0601302981376648,0.39317276030778886,0.32889721989631654,0.37441650629043577,0.6960380971431732,0.36196766048669815,0.24168702512979506,0.24168730825185775,0.2941529169678688,0.28860581666231155,0.3763021305203438,0.5423992425203323,0.23724694550037384,1.131337285041809,0.5858543515205383,0.4752544164657593,1.1442336440086365,1.1726113855838776,0.4987834468483925,0.2518347427248955,0.24256954714655876,0.39861277863383293,0.13686316708723703,0.19493624369303386,1.009852929910024,0.20477798481782278,0.17730773985385895,0.5994736591974894,0.26618091960748036,0.18117479731639227,0.18316869735717772,0.16606914301713308,0.17606033633152643,3.7757451348006725,3.577463071793318,3.8908537551760674,3.532318774610758,3.582130156457424,3.7005281820893288,8.529220316559076,8.284994710236788,3.8794713392853737,0.3926007330417633,0.5858140140771866,0.3289193794131279,0.4752974659204483,0.2680615246295929,0.25183475762605667,0.24168702512979506,0.2425694614648819,0.36192622780799866,0.498786099255085
0,1,4,0.001,0.001,8,32,70,0.0001,0.11334216445684434,0.36517819464206697,0.4090570479631424,0.22405785620212554,0.2386166661977768,0.17716207057237626,0.1964466467499733,0.8447955250740051,0.4864680886268616,0.20616915225982665,0.13172630667686464,0.13172629922628404,0.1868208333849907,0.13577210158109665,0.26507773250341415,0.31047625094652176,0.17883256077766418,0.20404557883739471,0.3701435551047325,0.39449313282966614,1.0805460810661316,1.0717172920703888,0.29248350858688354,0.14161138981580734,0.12039503455162048,0.13247903063893318,0.1444820965329806,0.21200699508190154,0.21545098026593526,0.22728218932946523,0.22379938016335169,0.5890315572420756,0.9941098968187968,0.18410709698994954,0.14106358538071315,0.11220750063657761,0.16688175002733865,3.4551617838442326,3.771464478224516,3.9050650149583817,3.639664750546217,3.812808182090521,3.552647102624178,8.298606790602207,8.217169910669327,3.924116440117359,0.1775117188692093,0.37016963213682175,0.19642379730939866,0.39451757073402405,0.1855790138244629,0.14161135256290436,0.13172630667686464,0.1203950084745884,0.2058343380689621,0.2923937253654003
0,2,4,0.001,0.001,8,32,70,0.0001,0.15841943472623826,0.3252072960138321,0.5038475662469863,0.24222718477249144,0.3360101655125618,0.272018113732338,0.27686778753995894,1.0030053794384002,1.0029809534549714,0.23169181644916534,0.24035461992025375,0.24035463631153106,0.23852935135364534,0.11999467760324478,0.23603630810976028,0.2982306405901909,0.1840016320347786,0.18599991500377655,0.40496251732110977,0.34602178633213043,1.1138907670974731,1.1293338537216187,0.308854304254055,0.23633046448230743,0.1478744074702263,0.1390218622982502,0.10532101392745971,0.1800086458524068,0.19882386128107707,0.21109993557135265,0.1953623061378797,1.0137367526690164,1.0256256500879923,0.1839538445075353,0.18863369623819987,0.11775035460789998,0.13643693178892136,3.614719357341528,3.761573154479265,3.6630060970783234,3.8729706145823,3.656064674258232,3.7120583541691303,8.207502834498882,8.29714497923851,3.887444458901882,0.27206114381551744,0.40491883456707,0.2766239821910858,0.34599023312330246,0.2936839863657951,0.23633047193288803,0.24035461992025375,0.14787442237138748,0.23115178048610688,0.30894748494029045
0,3,4,0.001,0.001,8,32,70,0.0001,0.24429405629634857,0.43248447179794314,0.6283457249402999,0.23281819820404054,0.35325494408607483,0.3735675722360611,0.3167558372020721,1.117838454246521,1.1177366256713868,0.4048443496227264,0.2079081192612648,0.20790815204381943,0.1538502112030983,0.36033809557557106,0.4510434791445732,0.6873567998409271,0.18192598968744278,0.20155822485685349,0.37238627672195435,0.4103742018342018,1.144469976425171,1.1524680852890015,0.37655097246170044,0.1524321436882019,0.13224588707089424,0.16242609173059464,0.2013580769300461,0.1704890698194504,0.21166171332200368,0.23853699614604315,0.20783542593320212,1.0083479563395181,0.9982847650845845,0.20330957571665445,0.17155201882123947,0.14050249705712,0.12273444483677547,3.7100104838609695,3.8422479070723057,3.830243442207575,3.821316260844469,3.6015398167073727,3.7909003160893917,8.40072751417756,8.531747739762068,3.6876268424093723,0.3734390437602997,0.3723657876253128,0.31675179302692413,0.4103745073080063,0.23625494092702864,0.15243221074342728,0.2079081192612648,0.13224587962031364,0.40480075776576996,0.37651704251766205
1,0,4,0.01,0.0001,10,32,70,0.001,1.0602297186851501,1.060229730606079,1.0602297186851501,1.0600403547286987,1.059985089302063,1.0600033462047578,1.06004958152771,1.0600867688655853,1.0600739955902099,1.0601894557476044,1.060024732351303,1.060024732351303,1.0600668013095855,1.1315145194530487,1.1315145194530487,1.1315145194530487,1.1311496496200562,1.1309811472892761,1.1310499012470245,1.1311711072921753,1.1932254135608673,1.131704181432724,1.1314451098442078,1.131110817193985,1.131110817193985,1.1312095522880554,1.0035719792048137,0.9946116228898366,0.9954632997512818,0.9933516065279643,0.9981184681256612,0.9951348702112833,1.0068748116493225,0.9950353940327962,0.9956165472666423,1.006007699171702,1.0175502717494964,3.9534982331097126,4.180868968367577,4.119822967797518,4.243224054574966,4.09631809592247,3.9874484054744244,9.192684601992369,9.187684692442417,4.033994629979134,1.0600033462047578,1.1310499012470245,1.06004958152771,1.1311711072921753,1.060024732351303,1.131110817193985,1.060024732351303,1.131110817193985,1.0601894557476044,1.1314451098442078
1,1,4,0.01,0.0001,10,32,70,0.001,0.8449800252914429,0.8449800491333008,0.8449800252914429,0.8446685075759888,0.8443644523620606,0.8447397172451019,0.8439238667488098,0.8451148271560669,0.8443488240242004,0.8445929169654847,0.844338846206665,0.844338846206665,0.8442296504974365,1.0678484439849854,1.0678484439849854,1.0678484439849854,1.0678787231445312,1.0679372549057007,1.0678693354129791,1.0680926144123077,1.0691457688808441,1.0948996245861053,1.0678902566432953,1.067943662405014,1.067943662405014,1.0679746866226196,0.9914294441541036,0.9989327232042948,1.0020964900652567,1.000057057539622,0.9939001162846883,1.0065460205078125,0.9952653805414836,0.9990565458933512,1.0082329909006755,1.0101670185724894,1.0032517254352569,3.961372595280409,4.033247463405132,4.080750249326229,3.8298190236091614,3.980983752757311,3.8736377619206905,8.763392712920904,8.982439205050468,4.065943744033575,0.8447397172451019,1.0678693354129791,0.8439238667488098,1.0680926144123077,0.844338846206665,1.067943662405014,0.844338846206665,1.067943662405014,0.8445929169654847,1.0678902566432953
1,2,4,0.01,0.0001,10,32,70,0.001,1.0029800891876222,1.0029800891876222,1.0029800891876222,1.003063839673996,1.002918577194214,1.0030320644378663,1.0030403852462768,1.0030521333217621,1.0029917180538177,1.0031930327415466,1.0029839754104615,1.0029839754104615,1.0029124855995177,1.1128876507282257,1.1128876507282257,1.1128876507282257,1.1130375564098358,1.1127597093582153,1.1129827499389648,1.112997144460678,1.1307179033756256,1.1333040297031403,1.1132454574108124,1.1128949224948883,1.1128949224948883,1.1127452850341797,0.9959231813748678,0.9985087772210439,1.0020776391029358,1.0088038663069407,1.0082031706968944,0.9994293630123139,1.0078660726547242,1.0084974348545075,0.9982067028681437,0.9991934319337209,0.9958413521448771,3.81032869592309,3.866674792021513,4.087200298905373,3.748907256871462,3.991536844521761,3.9750029630959034,8.398153126239777,8.488476615399122,4.066133059561253,1.0030320644378663,1.1129827499389648,1.0030403852462768,1.112997144460678,1.0029839754104615,1.1128949224948883,1.0029839754104615,1.1128949224948883,1.0031930327415466,1.1132454574108124
1,3,4,0.01,0.0001,10,32,70,0.001,1.117967075109482,1.1179670810699462,1.1179670810699462,1.1176034033298492,1.1176620423793793,1.1179295420646667,1.1177348375320435,1.1178861498832702,1.117677903175354,1.1177164793014527,1.1176139295101166,1.1176139295101166,1.1176799476146697,1.1445994973182678,1.1445994973182678,1.1445995271205902,1.144180178642273,1.144249677658081,1.1445571780204773,1.1443345546722412,1.1760695576667786,1.1619461178779602,1.1443131268024445,1.1441929936408997,1.1441929936408997,1.144270658493042,0.9987473050753276,0.992819321155548,0.9956659237543742,0.9943016568819681,0.9979774435361226,0.9955963810284932,0.9963874220848083,0.994543973604838,0.9902849952379863,0.9954996148745219,1.0092519958813986,3.806958954781294,3.8512764051556587,4.08238335698843,3.9008882381021976,3.7476571425795555,3.9656123518943787,8.467681415379047,8.719123918563128,3.8365483209490776,1.1179295420646667,1.1445571780204773,1.1177348375320435,1.1443345546722412,1.1176139295101166,1.1441929936408997,1.1176139295101166,1.1441929936408997,1.1177164793014527,1.1443131268024445
2,0,4,0.0,0.0001,8,128,50,0.0001,0.28820784837007524,0.4047187089920044,0.6358622059226036,0.32966184318065644,0.341777965426445,0.4010144382715225,0.44377160370349883,0.25623397827148436,0.3722978621721268,0.37261115610599516,0.24762607216835023,0.2547918766736984,0.2891305088996887,0.40123146399855614,0.4931916818022728,0.7151221483945847,0.4480922669172287,0.3441861495375633,0.5830327644944191,0.6824020147323608,1.136670857667923,1.130811631679535,0.5292478799819946,0.2376580350100994,0.25968344509601593,0.39019710943102837,0.1648499295115471,0.2586614718039831,0.23616465826829275,0.23404237627983093,0.24507483144601186,0.2282135893901189,0.1908044437567393,0.23457021216551463,0.18536835412184396,0.14136516600847243,0.1823282743493716,2.4275679662823677,2.749905504286289,2.7818222790956497,2.554107617586851,2.635879673063755,2.5433133244514465,5.8663147166371346,5.861444685608149,2.780949007719755,0.40175102949142455,0.5829826816916466,0.4436435729265213,0.6821098923683167,0.26720144003629687,0.23765507340431213,0.24762607216835023,0.2540050968527794,0.37256150543689726,0.5295420736074448
2,1,4,0.0,0.0001,8,128,50,0.0001,0.12593561112880708,0.24677529633045198,0.4633468478918076,0.24162568151950836,0.21067253202199937,0.22834871113300323,0.22301621437072755,0.17425320744514466,0.26602982878685,0.20593581795692445,0.11598306894302368,0.11707456409931183,0.14289657771587372,0.2599402889609337,0.35294024646282196,0.536503940820694,0.27842117100954056,0.1942651942372322,0.28164321184158325,0.44168826192617416,1.0688376426696777,1.0679855048656464,0.3287372328341007,0.10285279527306557,0.14503979682922363,0.3090060092508793,0.17885574102401733,0.2458630750576655,0.238743989666303,0.23378674288590748,0.2847058360775312,0.15962790449460348,0.19669249355793,0.21555027465025584,0.18441196282704672,0.1318513015906016,0.2176154633363088,2.4993911683559418,2.687517900019884,2.788401138037443,2.5614276230335236,2.5556735657155514,2.6212967559695244,5.879886765033007,5.795278176665306,2.7814183086156845,0.22740098237991332,0.28163981437683105,0.22488910257816314,0.4416868984699249,0.14051508605480195,0.10285234823822975,0.11598306894302368,0.14378872513771057,0.20532529950141906,0.3286955840885639
