weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,hyperparameter_setting_id,kFold_id,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_bitwise_minmax_mlp,val_loss_hard_bitwise_quantile_mlp,train_loss_mlp,train_loss_hard_pre_mlp,train_loss_hard_thr_pre_mlp,train_loss_soft_mlp,train_loss_soft_comp_mlp,train_loss_hard_bitwise_minmax_mlp,train_loss_hard_bitwise_quantile_mlp
0.0,0.0001,5,512,50,0.001,0,7,0.05632065306417644,0.056533300143200904,0.05664927518228069,0.05861130723496899,0.06489819375565276,0.0758069715811871,0.07590362388873473,0.06072908325586468,0.06082883587805554,0.06321350671350956,0.06642748677404597,0.018427170759540715,0.017106137541852865,0.021126037551161513,0.01743357038394733,0.012613910193577773,0.006050400125618882,0.006366064914791011
0.0,0.0001,5,512,50,0.001,0,4,0.05651940940879285,0.05668044148478657,0.05640754196792841,0.0570004612673074,0.06793397100409493,0.0668534399010241,0.0668408289202489,0.05899391166167334,0.05906955053796992,0.06120264861965552,0.06329069175990298,0.018396865537565345,0.01806881876811645,0.017543381099501553,0.016735783297867103,0.014165793497680008,0.005711834083914835,0.00598871327964232
0.0,0.0001,5,512,50,0.001,0,0,0.05677615001332015,0.05693711317144334,0.05684750323416665,0.05901785782771185,0.0699818772263825,0.0709216229734011,0.07092856545932591,0.06012142065446824,0.06022358994232491,0.05985277733998373,0.059637390659190714,0.016272494199487807,0.018074069628070143,0.019761262680582363,0.015580318223211253,0.012493183127302637,0.005754013535670469,0.005806777304612775
0.0,0.0001,5,512,50,0.001,0,6,0.05765864416025579,0.057787582685705274,0.05786814889870584,0.05984410858945921,0.06812691141385585,0.07076296472223476,0.07083550724200904,0.060280649398919195,0.06032015412347391,0.06261623126920313,0.06412635848391801,0.017078836923886988,0.017297642472612215,0.021190406933089375,0.016554039776429066,0.01418173296023355,0.005850367391245109,0.006003559442911985
0.0,0.0001,5,512,50,0.001,0,3,0.05768561066361144,0.05770639830734581,0.05783095181686804,0.05760399077553302,0.06587294331984594,0.06871004326967523,0.0687535121687688,0.05974224163219333,0.05989338067593053,0.06144898402271792,0.06227671541273594,0.01735797385078326,0.017812634164383084,0.01782183727340364,0.015482382162535752,0.014417290840077276,0.006328504643717761,0.006426709380815332
0.0,0.0001,5,512,50,0.001,0,1,0.05826865741983056,0.05839614797150716,0.05835317313903943,0.060783859342336655,0.0675368388183415,0.06980113021563739,0.06984088558238,0.061638674640562385,0.061772597895469517,0.06487270956858993,0.06234166870126501,0.016545657517927137,0.017126495138667396,0.01948477540048365,0.016054198705633446,0.013666102301673347,0.00569499784087574,0.006284818627209587
0.0,0.0001,5,512,50,0.001,0,8,0.05837218585656956,0.05853692919481546,0.058570140798110515,0.058513480238616467,0.06927537242881954,0.07147666305536404,0.07150547782657668,0.05781418283004314,0.057827856275253,0.0613985531963408,0.06392879935447127,0.01617478852513983,0.017802983261190536,0.018261885505740753,0.01692986694401461,0.014276006990777594,0.006396453281238234,0.00620475692596637
0.0,0.0001,5,512,50,0.001,0,5,0.059303087182343006,0.05933656153501943,0.059199663752224296,0.05838787870015949,0.06625134457135573,0.07079018279910088,0.07083703466923907,0.06084939872380346,0.06108784850221127,0.06107147107832134,0.06383384810760617,0.0160755411841832,0.0176363159741765,0.021698926471641046,0.01601433531033972,0.012239239239442172,0.006434722257557386,0.006157663185149431
0.0,0.0001,5,512,50,0.001,0,9,0.060525940905790776,0.06066057871794328,0.06100547284586355,0.056383711751550436,0.06578582990914583,0.07131153013324365,0.07138850475894287,0.059288593009114265,0.05937855434603989,0.06338162714382634,0.0625853388919495,0.016307653593165532,0.017677483174833062,0.017567096686944728,0.014782751699461754,0.01436250184529594,0.005781589602428498,0.006368682588749153
0.0,0.0001,5,512,50,0.001,0,2,0.060891722969245166,0.060922378150280565,0.06103021197486669,0.05849006772041321,0.06662849400890991,0.06826250563608482,0.0682852603495121,0.0597378914244473,0.059864896174985915,0.06317016697721556,0.05976651777746156,0.015703002260251536,0.017087055006768645,0.02092946504116162,0.015450629024386717,0.014187762341770353,0.005967770168924451,0.006208334154228741
