val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_bitwise_minmax_mlp,val_loss_hard_bitwise_quantile_mlp
1.1654943688772619,1.1465410171076655,1.1958769182674587,1.406685774680227,1.3048955285921693,1.2179059372283518,1.2179323714226484,1.1016058125533164,1.1016058051027358,1.0947641404345632,1.139837327413261
1.2595547237433493,1.1747292820364237,1.1513322214595973,1.2222658111713827,2.046145831234753,1.3412779555656016,1.3412585770711303,1.170057666953653,1.170057660434395,1.1048427429050207,1.1175344223156571
1.1267668511718512,1.224679439328611,1.6161914160475135,1.15986909577623,1.9192923828959465,1.269210146740079,1.2732971073128283,1.0903661008924246,1.0903661125339568,1.093805474229157,1.1104337712749839
1.2323449002578855,1.1448035771027207,1.1436342094093561,1.2885944098234177,2.221425569616258,1.4636144037358463,1.4635252356529236,1.111864720005542,1.1118647148832679,1.1845764219760895,1.0755203417502344
1.2209220160730183,1.150285798124969,1.1387034701183438,1.1385617656633258,2.0508851259946823,1.2212736643850803,1.2212788593024015,1.1302348002791405,1.1302347998134792,1.093442890793085,1.0708950222469866
1.4038163176737726,1.3249652031809092,1.1533215255476534,1.088192944880575,1.5883485525846481,1.1001422521658242,1.1000973554328084,1.0691701234318316,1.0691701481118798,1.0980048109777272,1.1391683840192854
1.1829543514177203,1.1364399194717407,1.2296758713200688,1.1384387882426381,1.8016190389171243,1.5469030225649476,1.5468617668375373,1.134861845523119,1.1348618371412158,1.1082463427446783,1.133751283865422
1.1420486844144762,1.3257486834190786,1.4492610353045166,1.1338531044311821,2.120163076557219,1.0871539684012532,1.087160455994308,1.056215527933091,1.0562155148945749,1.0611605448648334,1.0627689883112907
1.6721344338729978,1.1149664502590895,1.251307858619839,1.1195193929597735,1.8592249741777778,1.2054143552668393,1.2053487142547965,1.1243979786522686,1.1243979805149138,1.0883743548765779,1.0723761208355427
1.1010450208559632,1.3325449796393514,1.23518284317106,1.1053327922709286,1.8734585931524634,1.4949184693396091,1.4949359986931086,1.105649879667908,1.1056498801335692,1.103509021922946,1.083337191492319
1.1137863788753748,1.1975237294100225,1.1588064008392394,1.1109077222645283,1.8411299083381891,1.1379388188943267,1.1379616926424205,1.0972613245248795,1.09726133197546,1.0839637480676174,1.094996660016477
1.495201496873051,1.1269409880042076,1.1458261949010193,1.1216641291975975,1.6060849698260427,1.2826939010992646,1.2826261650770903,1.0600923849269748,1.0600923704914749,1.0899972184561193,1.2729416582733393
1.16974216978997,1.1930935885757208,1.1761268093250692,1.1456858818419278,2.13521112408489,1.4001970081590116,1.4000993599183857,1.0992723191156983,1.099272490479052,1.0864400244317949,1.196478903759271
1.1224971120245755,1.1227229884825647,1.1555783692747355,1.1331031834706664,2.5561242857947946,1.10257771005854,1.1026200698688626,1.0832085027359426,1.0832085078582168,1.0741669731214643,1.1302714562043548
1.272961005102843,1.0905394749715924,1.1406206507235765,1.1922432435676455,1.419708140194416,1.280172761529684,1.2807786837220192,1.11800994630903,1.1180099379271269,1.0686118281446397,1.1454735095612705
1.1781980795785785,1.2614847808144987,1.1959764058701694,1.1358756851404905,1.504346428439021,1.1339095458388329,1.1339310873299837,1.0554912793450058,1.0554912914521992,1.0736700887791812,1.1826962078921497
1.1701871580444276,1.2000926677137613,1.150974147953093,1.101008995436132,2.096569798886776,1.1798797799274325,1.1799051249399781,1.1682463246397674,1.1682463237084448,1.082078100182116,1.0871217111125588
1.20463065803051,1.1281990972347558,1.2041660374961793,1.1511800019070506,1.5948434029705822,1.1060986970551312,1.1060354369692504,1.1432086792774498,1.1432087011635303,1.1368329585529864,1.068990231025964
1.3614582363516092,1.252272364217788,1.2305957176722586,1.1424019006080925,1.7809550734236836,1.1441766479983926,1.144267494790256,1.0830918666906655,1.083091857843101,1.093546035233885,1.1061063781380653
1.380392113700509,1.1100647812709212,1.105288683436811,1.1111534927040339,1.4850244806148112,1.46963772457093,1.4696458294056356,1.0641901190392673,1.0641900929622352,1.0751367714256048,1.0594565384089947
