weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_bitwise_minmax_mlp,val_loss_hard_bitwise_quantile_mlp
0.0001,0.001,8,256,30,0.001,0.0816185338565936,0.09827658614287,0.0819520320456761,0.097268420859025,0.0953570355016451,0.0991024817984837,0.0993178391685852,0.0888831733511044,0.0889441491319583,0.15014004913660195,0.15821126160713342
0.0,0.001,5,64,50,0.0001,0.0817438249977735,0.1086273740690488,0.0833823059613888,0.1021126755155049,0.1116999974617591,0.0857983599488551,0.0857879834106335,0.0825232544197486,0.0825476918656092,0.09129048855258869,0.08436036820595082
0.0,0.0001,8,128,70,0.001,0.0819135097930064,0.0986691684103929,0.0830569117115094,0.0956363843037532,0.1192219800100876,0.0995028387468594,0.0993820733175828,0.0959947476020226,0.0961769904081638,0.10030298691529493,0.10092831884439175
0.0001,0.0001,5,512,50,0.001,0.0826734117017342,0.1072454752830358,0.0835500592795702,0.0974134966731071,0.1221714337284748,0.1077512783499864,0.1077906844707635,0.0898649713167777,0.0901025002678999,0.0990117045549246,0.10729909464716911
0.0001,0.001,5,2048,30,0.0001,0.0827444331004069,0.1013204943102139,0.0833124624995085,0.0990251621947838,0.1121411612400641,0.1071100344451574,0.1071197984310296,0.0926350741432263,0.0926177807152271,0.15657493907671707,0.158735953271389
0.0,0.001,5,2048,30,0.001,0.0830311643389555,0.1004138678885423,0.0833899275614665,0.0974155138891476,0.1130656322034505,0.1004121736265145,0.1003431090941796,0.0816351669912154,0.081726379520618,0.11548563264883481,0.07971803070260929
0.0001,0.001,5,512,70,0.0001,0.0832596456202176,0.1091289038268419,0.0838157118513033,0.1002673364602602,0.102741029457404,0.0923524457101638,0.0923543893373929,0.091984213831333,0.0919867080564682,0.1616304004421601,0.16627252594782757
0.0001,0.0001,10,128,50,0.001,0.0834858633577823,0.1030450431773295,0.0844154304036727,0.0995787103588764,0.1030772461340977,0.0887365410534235,0.088843873830942,0.0819906695817525,0.0821247351857332,0.1242860957980156,0.11019078854184884
0.0001,0.001,5,512,50,0.0001,0.0836065503840263,0.1054030831043536,0.0840315455427536,0.2649742611898826,0.0964579382768044,0.093678973443233,0.0936899578915192,0.0899948398654277,0.0899845805878822,0.16065295693966058,0.16463248958954443
0.0,0.0001,6,8192,30,0.0001,0.0837978503451897,0.099422500282526,0.0849721912581187,0.1003403035493997,0.1069678899760429,0.1073221391210189,0.1073256690914814,0.0901332438565217,0.0901509424241689,0.10402327466469545,0.09239190243757688
0.0,0.001,5,64,30,0.0001,0.0838060537209877,0.1093245559873489,0.0845885812949675,0.0977866040399441,0.1068729135566032,0.0889764237289245,0.0889668654363888,0.0812637721689847,0.0812613636828385,0.08713878903251428,0.08470853079970066
0.0,0.0001,5,256,70,0.001,0.0838789575375043,0.1119325033460672,0.0850677564740181,0.1007669429939526,0.1282842659033261,0.1078465321316168,0.1079532092007306,0.0931419810710045,0.0936615270204268,0.09823134696254364,0.1059230690392164
0.0,0.0001,6,512,30,0.001,0.0838971323691881,0.1065759032821426,0.085016364718859,0.0978274539113044,0.1089118822835959,0.1044640257381475,0.1044467059465555,0.0826072227496367,0.0825902997874296,0.09630560806164375,0.09163794981745574
0.0,0.0001,5,256,50,0.001,0.0839145732040588,0.104083324682254,0.0846248805236357,0.1003739744997941,0.1157455176688157,0.1016318491445137,0.101687351327676,0.0941009156405925,0.0940189536374348,0.09123686746909068,0.08501945699636752
0.0,0.0001,8,2048,30,0.0001,0.0839898257874525,0.1091638579391516,0.0849636229184957,0.0986995936586306,0.1022805361220469,0.0918870324125656,0.0918819066996757,0.0886434231526576,0.0886321527167008,0.09576236107028448,0.08869015058645835
0.0,0.001,6,256,30,0.0001,0.0840538281660813,0.1032618114581474,0.0844324548084002,0.0995022635047252,0.0997303763834329,0.0853194239620979,0.0853105317228115,0.080947583512618,0.0809453405439853,0.0870964266359806,0.08256962454089752
0.0001,0.0001,6,2048,50,0.001,0.0840570932397475,0.1041036327870992,0.0845873627525109,0.0946843669391595,0.1057695232904874,0.0979287980267634,0.0980910786069356,0.0956480116798327,0.0957734232052014,0.10396967679262162,0.11346547787006085
