weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp
0.0001,0.001,4,1024,70,0.001,0.08378504566275156,0.2934613110927435,0.09727222294761584,0.1294263162291967,0.10384267494082451,0.0914007761157476,0.09170011946788201,0.09394442656865487,0.09434480581146021
0.0001,0.001,6,256,50,0.001,0.08467197423944106,0.3169836475298955,0.09464910351313077,0.1272402035502287,0.10749650815358529,0.0892133670930679,0.08956119830791767,0.09375187382102013,0.09399213991486109
0.0001,0.001,3,512,70,0.0001,0.08585273233743815,0.33685561624857097,0.09755525783850597,0.12500430804032545,0.10934357196092606,0.08925220000629241,0.08927762092879185,0.10054148303774688,0.10055856383763827
0.0001,0.001,6,2048,50,0.001,0.0863603511108802,0.24011921882629395,0.09667824128499398,0.12640257672621655,0.1128000819339202,0.08749770218363175,0.08766818751509373,0.09359076424286916,0.09445197364458671
0.0,0.001,3,128,30,0.001,0.08648063907256494,0.2792893201112747,0.0959789355786947,0.12850872507462135,0.10362996052090938,0.08956780376342627,0.0900071228066316,0.08574711743455667,0.08635076622550304
0.0,0.0001,5,256,50,0.0001,0.08670384207597145,0.2682763134057705,0.09770685875645051,0.12802188809101397,0.1146402888573133,0.09637178027859102,0.09649357612316425,0.10315181761980056,0.1033680324944166
0.0001,0.0001,4,512,50,0.001,0.08674088619076288,0.3352948404275454,0.09737825714624845,0.12547907760510077,0.10827570809767796,0.0907107958999964,0.09084023306002983,0.10375086493217028,0.10443995893001556
0.0001,0.0001,4,256,70,0.001,0.08679747845117862,0.37018152888004596,0.09790385061731706,0.13005535889130374,0.11807490999882038,0.09163125220399637,0.09195541080373984,0.09871795819355891,0.0996922556597453
0.0,0.0001,5,1024,30,0.0001,0.08708919074672919,0.32892729089810296,0.10007799766384638,0.1287662948553379,0.11064598892743771,0.09768050444813875,0.0976746981533674,0.11069086325856356,0.11083494413357514
0.0001,0.001,5,256,50,0.0001,0.08720592111349106,0.2835438024539214,0.10055792411932578,0.12478108165355829,0.10552550393801469,0.08956390854257804,0.08960562130579582,0.09253045756083268,0.09262838031236942
0.0001,0.0001,4,512,70,0.001,0.08721067051474865,0.34728512397179234,0.09877324024072061,0.12621244490146638,0.1170188245865015,0.10172919481992722,0.10227098877613361,0.11005202314028373,0.11086458025070337
0.0001,0.001,6,1024,50,0.001,0.08724831543289698,0.22879524872853205,0.09819769973938282,0.12668703828866665,0.10467012971639633,0.08836126734430973,0.08829113904100198,0.09222177393161334,0.09278218104289128
0.0001,0.001,6,256,50,0.001,0.08733192945902164,0.2804433366427055,0.09808358830901293,0.1252152688228167,0.10545660635599723,0.08762350242871504,0.088032232855375,0.09332598442068467,0.0936234644972361
0.0001,0.0001,4,1024,30,0.0001,0.08740976332471921,0.3202584846661641,0.09657295644283295,0.12587437234245813,0.10956773935602261,0.09913151092254198,0.09911129445983813,0.10298543999401423,0.10285436542561421
0.0,0.001,6,4096,70,0.0001,0.08758552458423835,0.224012913612219,0.10122150027981171,0.12868220003751607,0.10580391792150644,0.10100182913816892,0.10105333643463942,0.10333744786106623,0.10335913369288811
0.0001,0.001,4,128,70,0.0001,0.08763033220401177,0.2529686409693498,0.09997098841346228,0.12518745196553377,0.11253131977640665,0.09548962975923832,0.0956004951435786,0.09667797971230287,0.09659672413881008
0.0,0.001,4,256,30,0.0001,0.08770679774192663,0.2719991773366928,0.09694748096741163,0.12852792625243847,0.10722339262182896,0.08951256716480623,0.08954980207177309,0.09103138911036344,0.09110979506602654
0.0,0.0001,4,512,30,0.0001,0.08771736753674654,0.2837940575984808,0.09533288318377275,0.1284097718504759,0.1081122643672503,0.09868657944294122,0.09873429932273352,0.09970082179285013,0.09969869201573042
0.0,0.001,3,128,30,0.0001,0.08796672422725421,0.3418654453295928,0.09865065348836091,0.12798201453227262,0.10475604717548077,0.09194912417576863,0.09199533809262972,0.08654825830688843,0.08659063589114409
0.0,0.0001,3,4096,30,0.0001,0.08802492188719603,0.4481634713136233,0.09571621801990729,0.12755187715475375,0.11150163561105728,0.10123124575385681,0.10120885286193627,0.09869557309609193,0.09876048484673867
0.0001,0.0001,3,256,70,0.001,0.08803092361642764,0.24829031297793755,0.09666603431105614,0.1263193442271306,0.106869771446173,0.09007537135711083,0.09037712164796316,0.08612371436678447,0.08635392590210988
0.0001,0.0001,5,512,50,0.0001,0.088067411000912,0.2947113704222899,0.09977310322798215,0.1259318477832354,0.11214683606074406,0.09600813365899599,0.09600634271135697,0.10999837001928917,0.11010542701070125
0.0,0.001,3,256,50,0.001,0.08814463391900063,0.47434447224323567,0.10001770303799556,0.1287235682973495,0.11904997321275565,0.09028894929931713,0.09077583299233363,0.09809235506332838,0.09915823248716502
0.0,0.001,4,256,30,0.0001,0.08840044599313002,0.31013446266834555,0.09853124756079454,0.12853761200721447,0.11297625549710714,0.09145503408060623,0.09157411616582137,0.08916775716038851,0.08916152721414199
0.0001,0.0001,5,1024,30,0.001,0.08840451274926846,0.26744174315379216,0.09711993388258494,0.12690143436193466,0.10633742534197294,0.1009104915536367,0.10144568131520199,0.09851711449714808,0.09958948424229255
0.0001,0.001,6,128,50,0.001,0.0885590978539907,0.2982723804620596,0.09980731491859142,0.12903637427550096,0.10792038887739182,0.09300671345912494,0.09331810058882603,0.09013915881514549,0.09107534965643516
0.0,0.001,6,512,30,0.001,0.0885696716606617,0.2673018184991983,0.10047102788319955,0.1303998711017462,0.11289469444980989,0.08955333198492343,0.08998573433894377,0.0856217797845602,0.0861942534836439
0.0,0.001,5,128,30,0.001,0.08858695637721281,0.26857806535867546,0.09759214824208846,0.12760305416125517,0.10531305928642933,0.09367084675110303,0.0938927829838716,0.08817336874512526,0.08897564336657524
0.0,0.001,4,2048,30,0.0001,0.08863833970748461,0.33516184022793405,0.098846318343511,0.1315922749730257,0.10950067381446178,0.10153354314657358,0.10149133830116346,0.10044138070482474,0.10048085021284911
0.0001,0.0001,3,1024,30,0.0001,0.08869650014317952,0.3377773968073038,0.09663335967522402,0.1257022513793065,0.10942070077245052,0.09566788295140634,0.09570855790605912,0.09304658346451246,0.092932833559238
0.0001,0.001,4,512,70,0.001,0.08873579840247448,0.3172934275407058,0.10110668362333225,0.12597486812334793,0.10946396709634708,0.09395250741105814,0.09407572127305544,0.09224171397777704,0.09266067685989234
0.0,0.001,5,512,30,0.001,0.08906709385605958,0.2863662589054841,0.09872866250001468,0.12597822913756737,0.10615806785913615,0.09199882725683542,0.09205581313715532,0.08860460399435116,0.08893677735557923
0.0001,0.001,3,128,70,0.0001,0.0891719948213834,0.36412323805002067,0.10172045763868552,0.124055933035337,0.11234327657864644,0.09084277084240547,0.09088022399407167,0.09238877004155746,0.0923622309588469
0.0001,0.001,6,128,50,0.001,0.08918163767800881,0.28451341207210834,0.10225226959356895,0.12640317093867523,0.10740458128544,0.08755629246051495,0.08754874169826507,0.09200120723018279,0.09218158756311123
0.0,0.001,5,512,30,0.0001,0.08921154657235512,0.2920770833125481,0.10130280004097865,0.12659089427727918,0.10649845176018201,0.09029174320972883,0.09039160809837855,0.0887854006427985,0.08871510501664419
0.0,0.001,6,256,30,0.001,0.08922163975926546,0.28238904063518233,0.09986315375337233,0.12780218388025577,0.10933654216619638,0.08704400354853044,0.08773973097021763,0.08910889293138798,0.08936475389278851
0.0001,0.0001,3,256,70,0.0001,0.08936818431203182,0.2629720962964571,0.09590916026097078,0.12698208552140455,0.11009909619505588,0.09088762081586398,0.09095490136398719,0.0915762630219643,0.0917296589567111
