weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_comp_mlp
0.0001,0.0001,6,64,50,0.0001,,,,,,,,,,193.64848475669746
0.0,0.0001,6,1024,30,0.0001,,,,,,,,,,120.84477302209655
0.0001,0.0001,10,8192,50,0.0001,,,,,,,,,,168.89081300194584
0.0,0.001,10,128,70,0.001,,,,,,,,,,134.12543925954336
0.0001,0.001,5,128,70,0.001,,,,,,,,,,190.14875542939598
0.0001,0.0001,8,4096,30,0.001,,,,,,,,,,169.12003554159136
0.0001,0.0001,6,8192,30,0.0001,,,,,,,,,,183.8216332962264
0.0,0.0001,10,1024,50,0.001,,,,,,,,,,133.8576791677902
0.0,0.0001,10,4096,70,0.0001,,,,,,,,,,117.70742171557981
0.0001,0.001,8,2048,70,0.0001,,,,,,,,,,190.7936691739666
0.0001,0.001,8,64,30,0.001,,,,,,,,,,204.3836075512331
0.0001,0.001,10,512,50,0.0001,,,,,,,,,,195.15314255899457
0.0,0.001,6,64,30,0.001,,,,,,,,,,134.46278603397198
0.0001,0.001,8,64,50,0.001,,,,,,,,,,194.77975987676365
0.0,0.0001,5,2048,30,0.0001,,,,,,,,,,121.52448449205997
0.0,0.0001,5,64,50,0.0001,,,,,,,,,,126.87719049026717
0.0,0.0001,8,128,70,0.001,,,,,,,,,,119.33715148470294
0.0,0.001,6,4096,30,0.0001,,,,,,,,,,225.9919694359623
0.0,0.001,6,256,70,0.0001,,,,,,,,,,114.82138852930781
0.0,0.0001,6,2048,50,0.0001,,,,,,,,,,126.92446569186538
0.0001,0.0001,5,2048,30,0.0001,,,,,,,,,,171.175158600309
0.0001,0.0001,8,8192,30,0.0001,,,,,,,,,,193.6648227065357
0.0,0.0001,8,1024,70,0.001,,,,,,,,,,118.69826257050927
0.0,0.0001,10,8192,70,0.0001,,,,,,,,,,111.40188470527308
0.0001,0.001,5,2048,30,0.0001,,,,,,,,,,200.8256739146674
0.0,0.0001,5,8192,50,0.001,,,,,,,,,,111.55367654828883
0.0,0.0001,6,8192,50,0.001,,,,,,,,,,116.70137149184498
0.0001,0.001,10,64,70,0.0001,,,,,,,,,,220.52767955723093
0.0001,0.001,6,256,50,0.001,,,,,,,,,,184.8762038501341
0.0,0.001,10,4096,30,0.001,,,,,,,,,,142.45196538896704
0.0001,0.001,10,1024,30,0.0001,,,,,,,,,,231.6117829280113
0.0001,0.001,10,512,70,0.001,,,,,,,,,,190.85616792137944
0.0,0.0001,5,4096,70,0.001,,,,,,,,,,110.26004711549673
0.0001,0.001,6,256,50,0.0001,,,,,,,,,,189.44630910389458
0.0,0.001,6,2048,30,0.001,,,,,,,,,,124.65614836963255
0.0,0.001,8,512,70,0.001,,,,,,,,,,177.1502460081186
0.0001,0.0001,10,2048,70,0.001,,,,,,,,,,173.30772992034457
0.0001,0.001,5,1024,30,0.0001,,,,,,,,,,235.99457083175432
0.0,0.001,10,8192,30,0.0001,,,,,,,,,,142.15661922853386
0.0001,0.001,6,1024,30,0.001,,,,,,,,,,234.2958992346009
0.0001,0.001,5,512,70,0.0001,,,,,,,,,,208.01204544750613
0.0,0.0001,10,512,50,0.0001,,,,,,,,,,113.76371659805525
0.0,0.0001,6,512,50,0.0001,,,,,,,,,,122.67875671386719
0.0001,0.0001,6,512,70,0.0001,,,,,,,,,,188.31676061829523
0.0,0.001,10,512,30,0.0001,,,,,,,,,,125.24573459909924
0.0,0.0001,8,4096,70,0.0001,,,,,,,,,,111.82661087833233
0.0001,0.001,5,8192,70,0.0001,,,,,,,,,,211.08411680762447
0.0001,0.0001,6,64,50,0.001,,,,,,,,,,220.28125125258717
0.0001,0.001,8,8192,70,0.001,,,,,,,,,,181.33731295457528
0.0,0.001,6,128,70,0.0001,,,,,,,,,,116.774710242428
0.0,0.001,5,512,50,0.001,,,,,,,,,,118.82123115881166
0.0,0.0001,8,2048,70,0.001,,,,,,,,,,116.02848027357415
0.0,0.0001,10,2048,30,0.0001,,,,,,,,,,139.24883167779268
0.0,0.001,8,1024,70,0.0001,,,,,,,,,,144.47724567242523
0.0001,0.0001,6,128,70,0.0001,,,,,,,,,,185.05844013726534
0.0001,0.001,8,2048,70,0.001,,,,,,,,,,187.52198859826842
0.0001,0.0001,10,512,30,0.001,,,,,,,,,,173.11241628162895
0.0,0.001,5,512,70,0.0001,,,,,,,,,,115.04066387575064
0.0001,0.0001,8,2048,50,0.0001,,,,,,,,,,159.76924064977845
0.0001,0.001,8,4096,30,0.0001,,,,,,,,,,241.40464805489157
0.0001,0.0001,5,2048,30,0.001,,,,,,,,,,205.6131909498528
0.0,0.001,6,8192,50,0.001,,,,,,,,,,132.7510106100965
0.0,0.001,8,128,70,0.0001,,,,,,,,,,115.3312971200516
0.0001,0.0001,6,64,50,0.0001,,,,,,,,,,201.39848225152315
0.0001,0.001,6,8192,30,0.001,,,,,,,,,,190.20740247128614
0.0001,0.001,5,128,30,0.001,,,,,,,,,,203.5114526321639
0.0,0.0001,10,1024,70,0.0001,,,,,,,,,,122.45182162612232
0.0,0.0001,5,128,30,0.0001,,,,,,,,,,137.78689677679716
0.0001,0.001,5,2048,50,0.0001,,,,,,,,,,194.80874884306496
0.0,0.001,5,256,70,0.001,,,,,,,,,,120.36380619789237
0.0001,0.001,5,8192,50,0.001,,,,,,,,,,189.16941548817192
0.0001,0.001,5,4096,50,0.001,,,,,,,,,,220.17274304290316
0.0,0.0001,8,64,30,0.001,,,,,,,,,,142.74905184845426
0.0001,0.0001,6,4096,70,0.0001,,,,,,,,,,183.4968681904807
0.0001,0.0001,6,8192,30,0.001,,,,,,,,,,170.8118033337949
0.0,0.0001,5,4096,30,0.0001,,,,,,,,,,136.7851748680001
0.0001,0.001,10,2048,70,0.0001,,,,,,,,,,201.24419881336723
0.0,0.0001,6,2048,70,0.001,,,,,,,,,,139.36799348290288
0.0,0.0001,6,8192,50,0.0001,,,,,,,,,,112.38013856802414
0.0001,0.001,8,4096,30,0.001,,,,,,,,,,200.73759505997842
0.0,0.0001,6,1024,50,0.001,,,,,,,,,,111.95960235595703
0.0001,0.001,8,128,50,0.001,,,,,,,,,,196.62953254358092
0.0,0.001,5,8192,50,0.001,,,,,,,,,,126.56303980813098
0.0,0.001,8,64,50,0.0001,,,,,,,,,,122.64403636419951
0.0,0.001,8,128,50,0.0001,,,,,,,,,,118.70520560421161
0.0,0.001,5,64,70,0.001,,,,,,,,,,118.21986457483092
0.0,0.0001,8,256,50,0.001,,,,,,,,,,125.33124718737247
0.0001,0.001,8,1024,30,0.001,,,,,,,,,,232.04309628614737
0.0001,0.0001,5,256,70,0.0001,,,,,,,,,,166.26242566464552
0.0001,0.001,10,512,50,0.0001,,,,,,,,,,228.34463614848121
0.0,0.001,6,128,50,0.0001,,,,,,,,,,126.23640003489025
0.0001,0.001,6,64,30,0.001,,,,,,,,,,209.6599584551
0.0,0.0001,8,256,30,0.001,,,,,,,,,,129.01960629135814
0.0,0.001,8,512,30,0.001,,,,,,,,,,123.48785121405302
0.0001,0.001,8,64,70,0.0001,,,,,,,,,,186.578630361984
0.0,0.0001,10,4096,30,0.001,,,,,,,,,,142.1754845007142
0.0,0.001,5,256,70,0.001,,,,,,,,,,123.70362950794733
0.0,0.0001,5,64,50,0.0001,,,,,,,,,,143.915788565109
0.0,0.0001,8,512,30,0.0001,,,,,,,,,,129.69099278236504
0.0001,0.001,6,256,50,0.0001,,,,,,,,,,205.84834312325094
