bits,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp
2,1.2857609833590686,5.987123638391495,3.8959819227457047,4.221046729013324,3.982100812718272,3.4361830446869135,3.457111091352999,3.418424863368273,3.4545267168432474
3,1.136892349459231,2.0768207535147667,1.9610575884580612,2.0116955898702145,2.0915284724906087,1.9482117081061006,1.9672162467613816,1.747429123148322,1.7635781620629132
4,1.1328025441616774,1.3545559784397483,1.4401775347068906,1.3257573153823614,1.574152692221105,1.3632618486881256,1.3692136756144464,1.3111625043675303,1.319376828148961
5,1.2472012341022491,1.2062914581038058,1.182250490412116,1.181789237074554,1.6234731790609658,1.9346343912184238,1.9401078866794705,1.2162485695444047,1.2216757703572512
6,1.1665355460718274,1.1602312051691115,1.2498353044502437,1.1441255095414817,2.002187297679484,1.1643204586580396,1.1670449953526258,1.1161048472858965,1.1184888910502195
7,1.215264093130827,1.1602001744322479,1.1530280318111181,1.143079336732626,2.253726682625711,1.2708510304801166,1.273430610075593,1.0933301043696702,1.0951032526791096
8,1.1646796055138111,1.1451612021774054,1.2325070453807712,1.1387089798226953,2.1350925909355283,1.1328985770232975,1.13426784100011,1.0701585272327065,1.07160849776119
