weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_bitwise_minmax_mlp,val_loss_hard_bitwise_quantile_mlp
0.0001,0.001,8,256,70,0.0001,0.0877976145881872,0.2266017359036665,0.0895049107762483,0.1107860272320417,0.1139828524910486,0.0954894509453039,0.0955005342570635,0.0960895986511157,0.0960609033703804,0.16222301652798285,0.1638722668473537
0.0001,0.001,8,256,50,0.0001,0.0886342897438086,0.2244045955630449,0.088773360217993,0.1124203448685316,0.1087028745275277,0.0986277220340875,0.0986293845738355,0.0996299957426694,0.0996338942876229,0.16189000067802575,0.16455696660738725
0.0001,0.0001,8,2048,50,0.001,0.0887961906595872,0.2063395220499772,0.0900029321702627,0.1125726890392028,0.1128247166482301,0.1131939595135358,0.1130733246986682,0.1032984210608097,0.1028823351057676,0.09997346682044175,0.11215466685020006
0.0001,0.0001,6,256,50,0.0001,0.0891401895536826,0.2135152454559619,0.0897745699836657,0.1102293665019365,0.1172957234657727,0.1042808061608901,0.1042910989660483,0.095978602193869,0.0960064226331619,0.10030232495986498,0.11072179629252507
0.0001,0.001,6,256,50,0.001,0.089610614742224,0.2530150583157172,0.0902920108001965,0.109967404202773,0.1048717417969153,0.1002204034190911,0.1004729973008999,0.0905884163884016,0.0909780266193243,0.15988544156918158,0.16581429884983942
0.0,0.0001,6,128,70,0.001,0.0896210425175153,0.2047422123643068,0.0895718096540524,0.1116591120282044,0.1193113064536681,0.1008815246132703,0.1010693684220314,0.1001060470652121,0.1001883468089195,0.09454932298797827,0.09911375830952938
0.0001,0.001,10,1024,70,0.001,0.0896508595691277,0.2110522999213292,0.0894521309206119,0.1075651125552562,0.1029546627058432,0.0955678007923639,0.0956417036171142,0.0951898310620051,0.0953246912704064,0.16350746601819993,0.16487204799285302
0.0,0.001,6,512,30,0.0001,0.0897985382148852,0.2279742722327892,0.0912914581596851,0.1147590476159866,0.106272495079499,0.0904832217555779,0.0904904438899113,0.0859815803284828,0.0860102224235351,0.103612814614406,0.0867716161104349
0.0,0.001,6,1024,30,0.0001,0.089950478506776,0.2552046892734674,0.0901030270812603,0.1104584587881198,0.1199680193112446,0.0977307194127486,0.0977000376926018,0.084592025526441,0.0845838872859111,0.09234034676964466,0.09210794172607935
0.0001,0.001,5,2048,50,0.0001,0.0900500931418859,0.2069704580765504,0.0906610241876198,0.110531652202973,0.1064881572929712,0.1004786814061495,0.1004949730176192,0.0983443496892085,0.0983575160973347,0.16349122168926092,0.1678901296395522
0.0001,0.0001,6,8192,50,0.0001,0.0901615358889103,0.1938247690980251,0.0907827976231391,0.1105455079903969,0.1071590365698704,0.0983097321712053,0.0983501551816096,0.101228227179784,0.1012319388871009,0.09991522723665604,0.11608284918161539
0.0,0.001,8,256,30,0.001,0.0902041183068202,0.2386477113916323,0.09098331578649,0.1140988632463491,0.1056912781527409,0.0943577260352098,0.0943801051149001,0.089858585768021,0.0901449762284755,0.08558167442679405,0.08091651249963504
0.0,0.001,10,256,50,0.0001,0.0903817408933089,0.2499561166534057,0.0915077676566747,0.1217085500176136,0.1187837587526211,0.0939350030170037,0.0939698137916051,0.0938096100034622,0.0938594821840524,0.0850542430121165,0.10358005939767911
0.0,0.0001,6,256,50,0.0001,0.0905578687213934,0.2331047734388938,0.0914636966127615,0.1118370407475874,0.1169029888625328,0.1114747076080395,0.1114563407233128,0.101245058614474,0.1012119418153396,0.0940404244340383,0.1026001177728176
0.0001,0.001,6,256,50,0.001,0.090785552160098,0.2367621767979401,0.0916535463470679,0.1100654881734114,0.1118938609957695,0.0985388051431912,0.0987252527704605,0.0898158910182806,0.0898888149513648,0.1632069875414555,0.16678587301419331
0.0001,0.0001,6,2048,70,0.001,0.0907867337075563,0.2250905537834534,0.0923241971777035,0.1172461287333415,0.1329949930310249,0.118252053627601,0.1185275120803943,0.1184440078930212,0.1182943052110763,0.11299044759227679,0.12654296515079644
0.0,0.0001,8,1024,30,0.001,0.0912173598718184,0.2209951831744267,0.0914548063220886,0.1123251086817337,0.1185399547219276,0.1060873209283902,0.1060173351604204,0.093502977461769,0.0934575437102466,0.09485376247992883,0.09381845716673594
0.0001,0.0001,5,4096,30,0.001,0.0914687185906446,0.212914523596947,0.0907139231952337,0.1105800928977819,0.1157617985629118,0.1069337718761884,0.1068442305693259,0.0936596515086981,0.0937611258946932,0.09123952663861788,0.10415365953858081
0.0001,0.0001,8,4096,50,0.001,0.091558110828583,0.2050991515700633,0.092261216789484,0.1104259025018948,0.1061381133129963,0.097366223942775,0.0974268911263117,0.0964946023833293,0.0966179502698091,0.10286097555206372,0.11134755227428217
0.0001,0.001,8,64,50,0.0001,0.0916097588837146,0.2205626405202425,0.0912634698244241,0.1101708702743053,0.1102422199570215,0.0988035767697371,0.0988041228399826,0.0938080065525495,0.0937828049063682,0.15976317135187296,0.16482803706939403
0.0,0.0001,5,128,50,0.001,0.0916896186195887,0.2317911820916029,0.0917433881988892,0.1118017493532254,0.109593964425417,0.1009038566396786,0.1010623303170387,0.0906869296271067,0.090882250551994,0.08900901606449714,0.09142920202933826
0.0001,0.0001,5,128,50,0.0001,0.0917868700738136,0.2179544744583276,0.091854278743267,0.1117129303514957,0.1079876018831363,0.1001339332988629,0.1001237778709485,0.0873853241021816,0.0873805485665798,0.09988101250850237,0.1104286016179965
0.0001,0.0001,8,256,30,0.0001,0.0918346767242138,0.218029611156537,0.0920415181953173,0.1128898360408269,0.1077160761333428,0.0970233855912318,0.0970134088626274,0.0848530787688035,0.0848430317181807,0.10165376462615454,0.10460634947969363
0.0001,0.0001,6,512,30,0.0001,0.0919761413565048,0.2190690014224786,0.0925347328759156,0.1259223089768336,0.1125897455673951,0.1007310937803525,0.1007786162770711,0.0891347889143687,0.0891807240935472,0.09579371420236735,0.10328388661146164
0.0001,0.0001,5,256,70,0.0001,0.0921454792985549,0.2490686973700156,0.0936583160207821,0.1109573147617853,0.1253744889337283,0.1114067587141807,0.1113717119281108,0.0991466444845383,0.0990997784412824,0.10549463836046366,0.1273731345167527
0.0001,0.0001,5,4096,50,0.0001,0.0921931535578691,0.2029399475226035,0.0923450807539316,0.1094916556317072,0.1119808950103246,0.1012342973397328,0.101264138175891,0.0984041859324161,0.0984601037433514,0.10187873886181759,0.11408238720435362
0.0,0.001,5,4096,70,0.001,0.0922684506728098,0.2211795629217074,0.0925939426972315,0.1125896103680133,0.1073747227398248,0.1053270494708648,0.1053338768390508,0.0925452730690057,0.0928421455507095,0.09084671237147772,0.09695344733504149
0.0001,0.0001,8,2048,70,0.0001,0.0923481269524647,0.2125706527095574,0.0942062444984912,0.1150497192946764,0.1211999657635505,0.1099648052683243,0.1099586554158192,0.105920499534561,0.105935724108265,0.11406847341702535,0.12856784600477952
0.0,0.001,8,1024,50,0.001,0.0924162589013576,0.2629716682892579,0.0926000855289972,0.1157460124446795,0.1065160517509167,0.0899741077079222,0.0900648184120655,0.0861415827503571,0.0861983800736757,0.09112204565451695,0.09147853180766105
0.0001,0.001,5,128,70,0.001,0.0924631010454434,0.2443095296621322,0.0939197119038838,0.1114769877149508,0.1229957112899193,0.1016476929187774,0.1017717524789846,0.0945509032561228,0.094625959602686,0.16308558342548518,0.16433551139556446
0.0,0.0001,6,128,70,0.0001,0.0925311172810884,0.2087554532748002,0.0922506456191723,0.1113667045075159,0.1180796815798832,0.1049266666747056,0.1048814550042152,0.0974063902663496,0.097427795576648,0.09462610534750499,0.0941336269562061
0.0,0.0001,8,8192,50,0.0001,0.0928810105873988,0.2162239819765091,0.0940929506260615,0.1178603677222362,0.1099973316949147,0.0979065710535416,0.0979047062305303,0.1019640228209587,0.1020157625182316,0.10545465086515134,0.09489521768230658
