weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp
0.0001,0.0001,5,64,70,0.0001,1.0992430946789682,5.564212465658784,3.986944457516074,4.181360956281424,4.011972699314356,3.7229921650141478,3.722992504015565,3.4734201580286026,3.473422946408391
0.0,0.0001,6,64,70,0.0001,1.1080621788278222,5.530192257836461,3.972876751795411,4.211974700912833,4.017910096794367,3.8346454799175262,3.8346460461616516,3.4787891693413258,3.4787973947823048
0.0001,0.0001,8,64,70,0.001,1.1091636633500457,5.657663216814399,3.982307423837483,4.230719055980444,4.060312129557133,3.618080345913768,3.6399696301668882,3.380210777744651,3.3992266561836004
0.0001,0.0001,8,64,50,0.0001,1.1180814355611801,5.712302710860968,3.97481925599277,4.357491144910455,4.098305478692055,3.900125168263912,3.9001252464950085,3.4780660402029753,3.4780689906328917
0.0,0.001,8,8192,50,0.0001,1.1322982581332326,5.7319625075906515,3.979660639539361,4.453725287690759,4.511769136413932,4.244756460189819,4.244758537039161,6.394613256677985,6.39461368881166
0.0001,0.0001,5,128,50,0.0001,1.1329595716670156,5.569418685510755,4.021010352298617,4.317883478477597,4.1036609299480915,3.7671789191663265,3.767185401171446,3.546935861930251,3.5469639021903276
0.0,0.0001,5,64,50,0.0001,1.1373511515557766,5.662299258634448,3.9848294258117676,4.276811944320798,4.089136209338903,3.81748160533607,3.8174827583134174,3.4732272140681744,3.473227385431528
0.0,0.0001,5,256,30,0.0001,1.1491414946503937,5.731486855074763,4.033299971371889,4.252575585618615,4.202758047729731,3.937903419137001,3.9379927050322294,3.849977707490325,3.8500192631036043
0.0,0.0001,6,64,50,0.001,1.1491470295004547,5.442733393982053,3.9963614474982023,4.245634268969297,4.061206664890051,4.054765772074461,4.07577102817595,3.407742644660175,3.43152841553092
0.0001,0.0001,5,256,70,0.0001,1.1525131007656455,5.920972820371389,4.037736885249615,4.5193399507552385,4.336271604523063,3.8748304154723883,3.874831009656191,3.763780554756522,3.7637807950377464
0.0001,0.001,8,64,50,0.0001,1.1532587110996246,6.086018802598119,4.017601788043976,4.813845906406641,4.171570127829909,3.3557154964655638,3.3557155737653375,3.5619984045624733,3.562002494931221
0.0,0.0001,8,8192,30,0.0001,1.15798909496516,5.506727477535605,4.0406763311475515,4.372755376622081,4.409084313549101,4.126627827063203,4.126668509095907,4.729380160570145,4.729382652789354
0.0,0.0001,6,64,50,0.0001,1.159322781022638,5.530778098851442,4.015527557581663,4.270537631586194,4.258137457072735,4.010370511561632,4.010370621457696,3.5022574719041586,3.5022686030715704
0.0001,0.001,6,128,50,0.0001,1.1610400108620524,5.961921410635114,4.042082360014319,4.630709419026971,5.464394863694906,3.44101875834167,3.4410187881439924,3.5153127014636993,3.5161341913044453
0.0,0.0001,5,8192,30,0.001,1.1629847683943808,6.0511926263570786,4.043263248167932,4.422419583424926,4.182128312066197,4.014567205682397,4.039629176259041,4.798619847744703,4.83093592710793
0.0,0.0001,6,64,50,0.0001,1.164421508088708,5.693119429051876,4.019639000296593,4.2878283355385065,4.127804504707456,3.874248271808028,3.8742504585534334,3.531084131449461,3.5310842655599117
0.0,0.001,10,64,30,0.0001,1.1645354591310024,5.802325498312712,4.013411179184914,4.795825287699699,4.047588154673576,3.712365897372365,3.712367717176676,4.118622977286577,4.1186231561005116
0.0,0.0001,5,64,50,0.0001,1.1659811665304005,5.616346895694733,4.018337432295084,4.28017046302557,4.02858929336071,4.225756661966443,4.225757176056504,3.5389926973730326,3.5389927849173546
0.0,0.0001,5,64,70,0.0001,1.166219764854759,5.592971572652459,4.017027186229825,4.182759650051594,4.083699312061071,3.805035224184394,3.8050356917083263,3.4780210899189115,3.478022121824324
0.0,0.0001,5,512,30,0.0001,1.168336009606719,6.088072309270501,4.048343321308494,4.611122282221913,4.38941540569067,3.812093835324049,3.813995096832514,3.9282082561403513,3.928243700414896
