weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,hyperparameter_setting_id,kFold_id,FP,PO-mQ,PO-qQ,PR-mQ,PR-qQ,SoftQ,SQ,Bitwise softQ,Bw-SQ,BW-MQ,Bw-QQ,Train full precision,Train pre minmaxQ,Train pre quantileQ,Train SoftQ,Train Bitwise softQ,Train Bitwise minmaxQ,Train Bitwise quantileQ,bits,dataset,FP_avg,PO-mQ_avg,PO-qQ_avg,PR-mQ_avg,PR-qQ_avg,SQ_avg,Bw-SQ_avg,Bw-QQ_avg,BW-MQ_avg,FP_min,PO-mQ_min,PO-qQ_min,PR-mQ_min,PR-qQ_min,SQ_min,Bw-SQ_min,Bw-QQ_min,BW-MQ_min,FP_avg_by_hyperparam,PO-mQ_avg_by_hyperparam,PO-qQ_avg_by_hyperparam,PR-mQ_avg_by_hyperparam,PR-qQ_avg_by_hyperparam,SQ_avg_by_hyperparam,Bw-SQ_avg_by_hyperparam,Bw-QQ_avg_by_hyperparam,BW-MQ_avg_by_hyperparam,FP_min_by_hyperparam,PO-mQ_min_by_hyperparam,PO-qQ_min_by_hyperparam,PR-mQ_min_by_hyperparam,PR-qQ_min_by_hyperparam,SQ_min_by_hyperparam,Bw-SQ_min_by_hyperparam,Bw-QQ_min_by_hyperparam,BW-MQ_min_by_hyperparam
0.0001,0.0001,8,512,70,0.0001,0,4,0.0685502879787236,18.15942546725273,0.7696441349107772,0.7974742092192173,0.4682689090259373,0.3153755473904311,0.3155017208773643,0.3191944751888513,0.3203102219849825,0.4044767641462385,0.5048078317195177,0.0773234034324406,0.5931520327191118,0.4949499764282938,0.3495248530689679,0.3295258049603919,0.8003236046454436,0.604029829285934,2,sulfur,0.16705207743125,23.23955395433997,0.9446697627600538,0.7030998391679069,5800.2716211877305,1.1438175412102638,0.48959588172329666,0.7247268013626464,0.7191807163641879,0.0642470075981691,0.5763697000220418,0.4721399275586009,0.4314192943274975,0.391677332110703,0.1711456426419317,0.1715042917057871,0.3419840964488685,0.4044767641462385,0.11329466536408286,20.91682729125023,1.008515144046396,0.7049931680317968,0.5874967215349898,0.42497059401357545,0.5075129657518118,0.8112551470287144,0.6697728576138615,0.0685502879787236,13.338452339172363,0.7696441349107772,0.4687825730070472,0.4682689090259373,0.3155017208773643,0.3203102219849825,0.5048078317195177,0.4044767641462385
0.0001,0.0001,8,512,70,0.0001,0,8,0.0871804351918399,22.347003161907196,1.295731959398836,0.5642799357883632,0.6776247629895806,0.4864860172383487,0.4857843755744397,0.5183912441134453,0.5183169769588858,0.6955754519440234,0.8247220613993704,0.0793094215389918,0.5772777075918627,0.4645416053982688,0.3338680969892253,0.3292561343438189,0.7936574251089298,0.5997566343088385,2,sulfur,0.16705207743125,23.23955395433997,0.9446697627600538,0.7030998391679069,5800.2716211877305,1.1438175412102638,0.48959588172329666,0.7247268013626464,0.7191807163641879,0.0642470075981691,0.5763697000220418,0.4721399275586009,0.4314192943274975,0.391677332110703,0.1711456426419317,0.1715042917057871,0.3419840964488685,0.4044767641462385,0.11329466536408286,20.91682729125023,1.008515144046396,0.7049931680317968,0.5874967215349898,0.42497059401357545,0.5075129657518118,0.8112551470287144,0.6697728576138615,0.0685502879787236,13.338452339172363,0.7696441349107772,0.4687825730070472,0.4682689090259373,0.3155017208773643,0.3203102219849825,0.5048078317195177,0.4044767641462385
0.0001,0.0001,8,512,70,0.0001,0,3,0.0911731049418449,21.598563730716705,1.288338867481798,0.87348997220397,0.543291611596942,0.503608366008848,0.5052549650426954,0.5095860473811626,0.5123220779933035,0.6538616651669145,0.926637985277921,0.077471333004954,0.5842294401790894,0.4995637037594553,0.3271767122959587,0.3156118425999729,0.7857497438368662,0.6195942401151422,2,sulfur,0.16705207743125,23.23955395433997,0.9446697627600538,0.7030998391679069,5800.2716211877305,1.1438175412102638,0.48959588172329666,0.7247268013626464,0.7191807163641879,0.0642470075981691,0.5763697000220418,0.4721399275586009,0.4314192943274975,0.391677332110703,0.1711456426419317,0.1715042917057871,0.3419840964488685,0.4044767641462385,0.11329466536408286,20.91682729125023,1.008515144046396,0.7049931680317968,0.5874967215349898,0.42497059401357545,0.5075129657518118,0.8112551470287144,0.6697728576138615,0.0685502879787236,13.338452339172363,0.7696441349107772,0.4687825730070472,0.4682689090259373,0.3155017208773643,0.3203102219849825,0.5048078317195177,0.4044767641462385
0.0001,0.0001,8,512,70,0.0001,0,7,0.1021833721315488,13.338452339172363,0.887454184005037,0.6780775389634073,0.6596196901518852,0.3638640970457345,0.3646605170797556,0.5401843062136322,0.5409533544443548,0.8669193566311151,0.7478823447600007,0.0822267671391158,0.5965052864606112,0.4871233245226699,0.3689488177253326,0.3266508835564616,0.7900713866865131,0.5833638811510213,2,sulfur,0.16705207743125,23.23955395433997,0.9446697627600538,0.7030998391679069,5800.2716211877305,1.1438175412102638,0.48959588172329666,0.7247268013626464,0.7191807163641879,0.0642470075981691,0.5763697000220418,0.4721399275586009,0.4314192943274975,0.391677332110703,0.1711456426419317,0.1715042917057871,0.3419840964488685,0.4044767641462385,0.11329466536408286,20.91682729125023,1.008515144046396,0.7049931680317968,0.5874967215349898,0.42497059401357545,0.5075129657518118,0.8112551470287144,0.6697728576138615,0.0685502879787236,13.338452339172363,0.7696441349107772,0.4687825730070472,0.4682689090259373,0.3155017208773643,0.3203102219849825,0.5048078317195177,0.4044767641462385
0.0001,0.0001,8,512,70,0.0001,0,2,0.1113092845771461,23.314713835716248,0.8449587225914001,0.4687825730070472,0.4863592865876853,0.4070053079631179,0.4072925691725686,0.384843154810369,0.3849256839603185,0.5606054654344916,0.6107683833688498,0.0814646865359284,0.595396050527482,0.4706902690756488,0.3244158748904584,0.3095553642217542,0.7622849190424026,0.5970131831479745,2,sulfur,0.16705207743125,23.23955395433997,0.9446697627600538,0.7030998391679069,5800.2716211877305,1.1438175412102638,0.48959588172329666,0.7247268013626464,0.7191807163641879,0.0642470075981691,0.5763697000220418,0.4721399275586009,0.4314192943274975,0.391677332110703,0.1711456426419317,0.1715042917057871,0.3419840964488685,0.4044767641462385,0.11329466536408286,20.91682729125023,1.008515144046396,0.7049931680317968,0.5874967215349898,0.42497059401357545,0.5075129657518118,0.8112551470287144,0.6697728576138615,0.0685502879787236,13.338452339172363,0.7696441349107772,0.4687825730070472,0.4682689090259373,0.3155017208773643,0.3203102219849825,0.5048078317195177,0.4044767641462385
0.0001,0.0001,8,512,70,0.0001,0,5,0.116887133102864,18.092850506305695,0.8386503094807267,0.5359334978275001,0.5069588772021234,0.3674505315721035,0.3674362380988896,0.4892039108090102,0.4893991176504642,0.5227641053497791,0.6185129471123219,0.0841973867451011,0.6010447312933458,0.4974155639836066,0.3323694318008255,0.3112169648455062,0.7735992200987439,0.6004930090841273,2,sulfur,0.16705207743125,23.23955395433997,0.9446697627600538,0.7030998391679069,5800.2716211877305,1.1438175412102638,0.48959588172329666,0.7247268013626464,0.7191807163641879,0.0642470075981691,0.5763697000220418,0.4721399275586009,0.4314192943274975,0.391677332110703,0.1711456426419317,0.1715042917057871,0.3419840964488685,0.4044767641462385,0.11329466536408286,20.91682729125023,1.008515144046396,0.7049931680317968,0.5874967215349898,0.42497059401357545,0.5075129657518118,0.8112551470287144,0.6697728576138615,0.0685502879787236,13.338452339172363,0.7696441349107772,0.4687825730070472,0.4682689090259373,0.3155017208773643,0.3203102219849825,0.5048078317195177,0.4044767641462385
0.0001,0.0001,8,512,70,0.0001,0,1,0.1169136746320873,31.513436317443848,1.1209094393998384,0.6979842688888311,0.7172950245440006,0.4894533220212906,0.4896945399232209,0.4233606557827443,0.4267288409173488,0.7338024843484163,0.9536326727829874,0.0865596044729922,0.6162293280514193,0.4713113551408472,0.3449577634078516,0.3599673888423073,0.7979604265009853,0.6145553841242488,2,sulfur,0.16705207743125,23.23955395433997,0.9446697627600538,0.7030998391679069,5800.2716211877305,1.1438175412102638,0.48959588172329666,0.7247268013626464,0.7191807163641879,0.0642470075981691,0.5763697000220418,0.4721399275586009,0.4314192943274975,0.391677332110703,0.1711456426419317,0.1715042917057871,0.3419840964488685,0.4044767641462385,0.11329466536408286,20.91682729125023,1.008515144046396,0.7049931680317968,0.5874967215349898,0.42497059401357545,0.5075129657518118,0.8112551470287144,0.6697728576138615,0.0685502879787236,13.338452339172363,0.7696441349107772,0.4687825730070472,0.4682689090259373,0.3155017208773643,0.3203102219849825,0.5048078317195177,0.4044767641462385
0.0001,0.0001,8,512,70,0.0001,0,0,0.1329937176778912,26.58988016843796,0.8950121873058379,0.7128232303075492,0.6101789742242545,0.4308115041349083,0.4300186631735414,0.4291293402202427,0.4291416946798563,0.649123718496412,0.9186337990686296,0.0769507696615978,0.5878385821698418,0.4884284042661458,0.3430629106054843,0.3140001414527356,0.7873480262261041,0.6196758907130906,2,sulfur,0.16705207743125,23.23955395433997,0.9446697627600538,0.7030998391679069,5800.2716211877305,1.1438175412102638,0.48959588172329666,0.7247268013626464,0.7191807163641879,0.0642470075981691,0.5763697000220418,0.4721399275586009,0.4314192943274975,0.391677332110703,0.1711456426419317,0.1715042917057871,0.3419840964488685,0.4044767641462385,0.11329466536408286,20.91682729125023,1.008515144046396,0.7049931680317968,0.5874967215349898,0.42497059401357545,0.5075129657518118,0.8112551470287144,0.6697728576138615,0.0685502879787236,13.338452339172363,0.7696441349107772,0.4687825730070472,0.4682689090259373,0.3155017208773643,0.3203102219849825,0.5048078317195177,0.4044767641462385
0.0001,0.0001,8,512,70,0.0001,0,6,0.1365401520160958,15.24662184715271,1.246099489275366,0.8948549167253077,0.6261181798763573,0.4996838357765227,0.4997125235386193,0.8413537880405784,0.846498601604253,0.8777743256650865,1.1555200442671776,0.081754313217817,0.5981645309694217,0.4988986655650004,0.334780457678815,0.3184304583135625,0.789093635346688,0.6114428341913392,2,sulfur,0.16705207743125,23.23955395433997,0.9446697627600538,0.7030998391679069,5800.2716211877305,1.1438175412102638,0.48959588172329666,0.7247268013626464,0.7191807163641879,0.0642470075981691,0.5763697000220418,0.4721399275586009,0.4314192943274975,0.391677332110703,0.1711456426419317,0.1715042917057871,0.3419840964488685,0.4044767641462385,0.11329466536408286,20.91682729125023,1.008515144046396,0.7049931680317968,0.5874967215349898,0.42497059401357545,0.5075129657518118,0.8112551470287144,0.6697728576138615,0.0685502879787236,13.338452339172363,0.7696441349107772,0.4687825730070472,0.4682689090259373,0.3155017208773643,0.3203102219849825,0.5048078317195177,0.4044767641462385
0.0001,0.0001,8,512,70,0.0001,0,9,0.169215491390787,18.967325538396835,0.8983521466143429,0.826231537386775,0.5792518991511315,0.3841835353523493,0.3843498276546597,0.6071656560525298,0.6065330873243511,0.7328252389561385,0.8514334005303681,0.0868219623315922,0.6127976679676016,0.497747365805045,0.3516836902520186,0.3446422301127877,0.7969668124553183,0.6267976717839778,2,sulfur,0.16705207743125,23.23955395433997,0.9446697627600538,0.7030998391679069,5800.2716211877305,1.1438175412102638,0.48959588172329666,0.7247268013626464,0.7191807163641879,0.0642470075981691,0.5763697000220418,0.4721399275586009,0.4314192943274975,0.391677332110703,0.1711456426419317,0.1715042917057871,0.3419840964488685,0.4044767641462385,0.11329466536408286,20.91682729125023,1.008515144046396,0.7049931680317968,0.5874967215349898,0.42497059401357545,0.5075129657518118,0.8112551470287144,0.6697728576138615,0.0685502879787236,13.338452339172363,0.7696441349107772,0.4687825730070472,0.4682689090259373,0.3155017208773643,0.3203102219849825,0.5048078317195177,0.4044767641462385
