weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,hyperparameter_setting_id,kFold_id,FP,Po-MQ,Po-QQ,Pr-MQ,Pr-QQ,SoftQ,SQ,Bitwise softQ,Bw-SQ,Bw-MQ,Bw-QQ,Train full precision,Train pre minmaxQ,Train pre quantileQ,Train SoftQ,Train Bitwise softQ,Train Bitwise minmaxQ,Train Bitwise quantileQ,bits,dataset,FP_avg,Po-MQ_avg,Po-QQ_avg,Pr-MQ_avg,Pr-QQ_avg,Bw-MQ_avg,Bw-QQ_avg,SQ_avg,Bw-SQ_avg,FP_min,Po-MQ_min,Po-QQ_min,Pr-MQ_min,Pr-QQ_min,Bw-MQ_min,Bw-QQ_min,SQ_min,Bw-SQ_min,FP_avg_by_hyperparam,Po-MQ_avg_by_hyperparam,Po-QQ_avg_by_hyperparam,Pr-MQ_avg_by_hyperparam,Pr-QQ_avg_by_hyperparam,Bw-MQ_avg_by_hyperparam,Bw-QQ_avg_by_hyperparam,SQ_avg_by_hyperparam,Bw-SQ_avg_by_hyperparam,FP_min_by_hyperparam,Po-MQ_min_by_hyperparam,Po-QQ_min_by_hyperparam,Pr-MQ_min_by_hyperparam,Pr-QQ_min_by_hyperparam,Bw-MQ_min_by_hyperparam,Bw-QQ_min_by_hyperparam,SQ_min_by_hyperparam,Bw-SQ_min_by_hyperparam
0.0,0.001,8,128,30,0.001,0,0,0.0917456952361937,0.0921784920672721,0.0951252417803248,0.111791697303381,0.1086081892306752,0.1058290925643899,0.1061600522028611,0.0915361308657071,0.0916214348296361,0.1002310355577398,0.081060247735449,0.0864708429844084,0.0882100061354629,0.1038042703101467,0.0948849448865672,0.0856415542920297,0.076164429477824,0.0861712819569585,8,superconduct,0.10311184987533997,0.10345209399197136,0.11611563115630309,0.1045578166764325,0.11288754218118262,0.14733682669769382,12.464443620931393,0.10829730327899208,0.12760209951883603,0.0741974268560571,0.0751801200128872,0.0793253121459308,0.075052649138824,0.0693616484812296,0.0772324677228051,0.0680661828339319,0.0723748984883594,0.0693190878613249,0.10494505100376787,0.10519250737133376,0.11295477089280367,0.11384034457835639,0.13711912983014957,0.11720156815923362,0.10535236401004056,0.11983318703029959,0.11420707678326456,0.0917456952361937,0.0921784920672721,0.0951252417803248,0.0994950230507289,0.1086081892306752,0.1002310355577398,0.081060247735449,0.1056473852436551,0.0916214348296361
0.0,0.001,8,128,30,0.001,0,1,0.0949034766321453,0.0945987038944354,0.1045160980566459,0.1070104650879169,0.1207144689910552,0.1053823416723924,0.1056473852436551,0.0960661691531319,0.0960927463191397,0.1107084871379329,0.0875998560530955,0.0852206709068953,0.0889215601988161,0.1042999414210036,0.0936534212634316,0.0873867651902413,0.0749477542824669,0.0918580603078755,8,superconduct,0.10311184987533997,0.10345209399197136,0.11611563115630309,0.1045578166764325,0.11288754218118262,0.14733682669769382,12.464443620931393,0.10829730327899208,0.12760209951883603,0.0741974268560571,0.0751801200128872,0.0793253121459308,0.075052649138824,0.0693616484812296,0.0772324677228051,0.0680661828339319,0.0723748984883594,0.0693190878613249,0.10494505100376787,0.10519250737133376,0.11295477089280367,0.11384034457835639,0.13711912983014957,0.11720156815923362,0.10535236401004056,0.11983318703029959,0.11420707678326456,0.0917456952361937,0.0921784920672721,0.0951252417803248,0.0994950230507289,0.1086081892306752,0.1002310355577398,0.081060247735449,0.1056473852436551,0.0916214348296361
0.0,0.001,8,128,30,0.001,0,2,0.1120588286944171,0.1123175914399325,0.1172294199795407,0.1154853925519787,0.1171075664871536,0.1179076895008192,0.1184589392779504,0.1080191390287569,0.1080241363413412,0.1275437214987023,0.0975770120755495,0.0854485613359356,0.0845465716348344,0.1050150438669732,0.0958656401912304,0.0867961192235699,0.0755955352880883,0.086251576976184,8,superconduct,0.10311184987533997,0.10345209399197136,0.11611563115630309,0.1045578166764325,0.11288754218118262,0.14733682669769382,12.464443620931393,0.10829730327899208,0.12760209951883603,0.0741974268560571,0.0751801200128872,0.0793253121459308,0.075052649138824,0.0693616484812296,0.0772324677228051,0.0680661828339319,0.0723748984883594,0.0693190878613249,0.10494505100376787,0.10519250737133376,0.11295477089280367,0.11384034457835639,0.13711912983014957,0.11720156815923362,0.10535236401004056,0.11983318703029959,0.11420707678326456,0.0917456952361937,0.0921784920672721,0.0951252417803248,0.0994950230507289,0.1086081892306752,0.1002310355577398,0.081060247735449,0.1056473852436551,0.0916214348296361
0.0,0.001,8,128,30,0.001,0,3,0.1043984944767811,0.1051892937873216,0.1092675908687798,0.125327992499532,0.1188602482434362,0.131749250296065,0.1322246300440062,0.1150030453881139,0.1148818249896387,0.1518899226999458,0.1132319457007243,0.090473834387958,0.0928843606635928,0.1122850850662992,0.09614183165133,0.087103243850482,0.072354602504832,0.0890603093430399,8,superconduct,0.10311184987533997,0.10345209399197136,0.11611563115630309,0.1045578166764325,0.11288754218118262,0.14733682669769382,12.464443620931393,0.10829730327899208,0.12760209951883603,0.0741974268560571,0.0751801200128872,0.0793253121459308,0.075052649138824,0.0693616484812296,0.0772324677228051,0.0680661828339319,0.0723748984883594,0.0693190878613249,0.10494505100376787,0.10519250737133376,0.11295477089280367,0.11384034457835639,0.13711912983014957,0.11720156815923362,0.10535236401004056,0.11983318703029959,0.11420707678326456,0.0917456952361937,0.0921784920672721,0.0951252417803248,0.0994950230507289,0.1086081892306752,0.1002310355577398,0.081060247735449,0.1056473852436551,0.0916214348296361
0.0,0.001,8,128,30,0.001,0,4,0.1029474022524321,0.1032300741165219,0.1107767742291531,0.1091917048838427,0.1730247148011318,0.1324856737902497,0.1326974806759287,0.0961145280778189,0.0961730179568643,0.103268275530461,0.1310753423090586,0.0945689993848403,0.0882431841639724,0.1075481877848505,0.0948713897665341,0.0861011609452665,0.0722492363303899,0.094977091178298,8,superconduct,0.10311184987533997,0.10345209399197136,0.11611563115630309,0.1045578166764325,0.11288754218118262,0.14733682669769382,12.464443620931393,0.10829730327899208,0.12760209951883603,0.0741974268560571,0.0751801200128872,0.0793253121459308,0.075052649138824,0.0693616484812296,0.0772324677228051,0.0680661828339319,0.0723748984883594,0.0693190878613249,0.10494505100376787,0.10519250737133376,0.11295477089280367,0.11384034457835639,0.13711912983014957,0.11720156815923362,0.10535236401004056,0.11983318703029959,0.11420707678326456,0.0917456952361937,0.0921784920672721,0.0951252417803248,0.0994950230507289,0.1086081892306752,0.1002310355577398,0.081060247735449,0.1056473852436551,0.0916214348296361
0.0,0.001,8,128,30,0.001,0,5,0.1086498061605893,0.1086762601044029,0.1167936282615889,0.1241920147337676,0.1540807847974493,0.1079060660045155,0.1077558504527106,0.1266210241489769,0.12704031876124,0.1126276694977765,0.1045753356781514,0.0887944322824478,0.0937826452062775,0.1065324428520519,0.1008266354872224,0.0843746075681216,0.0818824163665219,0.0930402268966039,8,superconduct,0.10311184987533997,0.10345209399197136,0.11611563115630309,0.1045578166764325,0.11288754218118262,0.14733682669769382,12.464443620931393,0.10829730327899208,0.12760209951883603,0.0741974268560571,0.0751801200128872,0.0793253121459308,0.075052649138824,0.0693616484812296,0.0772324677228051,0.0680661828339319,0.0723748984883594,0.0693190878613249,0.10494505100376787,0.10519250737133376,0.11295477089280367,0.11384034457835639,0.13711912983014957,0.11720156815923362,0.10535236401004056,0.11983318703029959,0.11420707678326456,0.0917456952361937,0.0921784920672721,0.0951252417803248,0.0994950230507289,0.1086081892306752,0.1002310355577398,0.081060247735449,0.1056473852436551,0.0916214348296361
0.0,0.001,8,128,30,0.001,0,6,0.1103275116286514,0.1098376230117591,0.1135784048066638,0.1290414240211248,0.2278436380986343,0.138451335075147,0.13875813356272,0.146795716122998,0.1468546524890424,0.1295743315918918,0.1219756774439969,0.0892163948101248,0.096513509619981,0.1039752357080578,0.111427871423463,0.1193586902444561,0.0763925292319618,0.1000910526840016,8,superconduct,0.10311184987533997,0.10345209399197136,0.11611563115630309,0.1045578166764325,0.11288754218118262,0.14733682669769382,12.464443620931393,0.10829730327899208,0.12760209951883603,0.0741974268560571,0.0751801200128872,0.0793253121459308,0.075052649138824,0.0693616484812296,0.0772324677228051,0.0680661828339319,0.0723748984883594,0.0693190878613249,0.10494505100376787,0.10519250737133376,0.11295477089280367,0.11384034457835639,0.13711912983014957,0.11720156815923362,0.10535236401004056,0.11983318703029959,0.11420707678326456,0.0917456952361937,0.0921784920672721,0.0951252417803248,0.0994950230507289,0.1086081892306752,0.1002310355577398,0.081060247735449,0.1056473852436551,0.0916214348296361
0.0,0.001,8,128,30,0.001,0,7,0.1116493713754393,0.1121459971455966,0.1163186394157545,0.1067709587377441,0.1217595979516558,0.1249267694485538,0.1253073430236648,0.1190462792292237,0.1190019138705204,0.105966373155003,0.1056958051425788,0.0884009501788144,0.0863602529931813,0.1053975413716398,0.0968737615350013,0.0949929376467965,0.0820165207718188,0.0865663072200065,8,superconduct,0.10311184987533997,0.10345209399197136,0.11611563115630309,0.1045578166764325,0.11288754218118262,0.14733682669769382,12.464443620931393,0.10829730327899208,0.12760209951883603,0.0741974268560571,0.0751801200128872,0.0793253121459308,0.075052649138824,0.0693616484812296,0.0772324677228051,0.0680661828339319,0.0723748984883594,0.0693190878613249,0.10494505100376787,0.10519250737133376,0.11295477089280367,0.11384034457835639,0.13711912983014957,0.11720156815923362,0.10535236401004056,0.11983318703029959,0.11420707678326456,0.0917456952361937,0.0921784920672721,0.0951252417803248,0.0994950230507289,0.1086081892306752,0.1002310355577398,0.081060247735449,0.1056473852436551,0.0916214348296361
0.0,0.001,8,128,30,0.001,0,8,0.1062306150629678,0.106826252214994,0.1246463526108795,0.1100967729135471,0.1142126499839565,0.1255767439930316,0.1248674815356293,0.1461279058335896,0.1458043159013066,0.1069199794882853,0.1015556342078044,0.0905987816335012,0.0884810307800459,0.1064384455854694,0.1009674900366614,0.093654627247403,0.0813479627482593,0.0894015156589739,8,superconduct,0.10311184987533997,0.10345209399197136,0.11611563115630309,0.1045578166764325,0.11288754218118262,0.14733682669769382,12.464443620931393,0.10829730327899208,0.12760209951883603,0.0741974268560571,0.0751801200128872,0.0793253121459308,0.075052649138824,0.0693616484812296,0.0772324677228051,0.0680661828339319,0.0723748984883594,0.0693190878613249,0.10494505100376787,0.10519250737133376,0.11295477089280367,0.11384034457835639,0.13711912983014957,0.11720156815923362,0.10535236401004056,0.11983318703029959,0.11420707678326456,0.0917456952361937,0.0921784920672721,0.0951252417803248,0.0994950230507289,0.1086081892306752,0.1002310355577398,0.081060247735449,0.1056473852436551,0.0916214348296361
0.0,0.001,8,128,30,0.001,0,9,0.1065393085180617,0.1069247859311016,0.1212955589187057,0.0994950230507289,0.1149794397163478,0.1061545832027845,0.1064545742838698,0.0965963382931316,0.0965764063739163,0.1232858854345977,0.1091767837539972,0.0905280807738502,0.0930723978827397,0.1080551028321497,0.1006182836772253,0.0874981033056974,0.0749866541451774,0.0898757841183881,8,superconduct,0.10311184987533997,0.10345209399197136,0.11611563115630309,0.1045578166764325,0.11288754218118262,0.14733682669769382,12.464443620931393,0.10829730327899208,0.12760209951883603,0.0741974268560571,0.0751801200128872,0.0793253121459308,0.075052649138824,0.0693616484812296,0.0772324677228051,0.0680661828339319,0.0723748984883594,0.0693190878613249,0.10494505100376787,0.10519250737133376,0.11295477089280367,0.11384034457835639,0.13711912983014957,0.11720156815923362,0.10535236401004056,0.11983318703029959,0.11420707678326456,0.0917456952361937,0.0921784920672721,0.0951252417803248,0.0994950230507289,0.1086081892306752,0.1002310355577398,0.081060247735449,0.1056473852436551,0.0916214348296361
