val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp
1.1736902836710215,1.3103816132061183,1.3625392075628042,1.3204421736299992,1.4955299673601985,1.3174398601986468,1.3248322405852377,1.2534488304518163,1.2595197730697691
1.122615304775536,1.3100019814446568,1.3317402880638838,1.2837341101840138,1.392695115879178,1.3852069498971105,1.3940357901155949,1.2497513433918357,1.2576713017188013
1.0977243538945913,1.3261097874492407,1.2815493610687554,1.294910738710314,1.4859921941533685,1.8225326901301742,1.833306330256164,1.2628517574630678,1.2711292770691216
1.1255746744573116,1.2982774884440005,1.379974726587534,1.3278522943146527,1.8315173080191016,1.3447579890489578,1.3567520077340305,1.2784780133515596,1.2884848997928202
1.27325339615345,1.3220175998285413,1.3650564183481038,1.3645593579858541,1.4752323278225958,1.306263392791152,1.3165074232965708,1.2455410417169333,1.2546934108249843
1.4359766119159758,1.3279109690338373,1.3260615416802466,1.3448237981647253,1.3852689401246607,1.263926476240158,1.2712325057946146,1.2537154722958803,1.2625227221287787
1.1321026291698217,1.3043941669166088,1.353133579250425,1.304408682975918,1.4036538167856634,1.259085565339774,1.2688814420253038,1.2436345643363893,1.2559105614200234
1.0861904011107981,1.3089558486826718,1.3639473356306553,1.3194049396552145,1.9310703100636601,1.3523687962442636,1.3626245926134288,1.2369948392733932,1.2438841741532087
1.16245035873726,1.2880982370115817,1.3848654385656118,1.3060517716221511,1.4261904116719961,1.3596183164045215,1.3678596820682287,1.2537102894857526,1.2621930572204292
1.1022363463416696,1.2896343534812331,1.362052678130567,1.3078314224258065,1.776970960199833,1.350491423625499,1.3594741732813418,1.2657243199646473,1.2746496652252972
1.2316759550012648,1.3166650575585663,1.283611481077969,1.3001201986335218,1.35442934371531,1.3754160711541772,1.3814095882698894,1.32168396608904,1.3304039612412453
1.27320766588673,1.3035940546542406,1.291828079149127,1.3866807180456817,1.8323599807918072,1.3055859776213765,1.3154883300885558,1.2590991370379925,1.2676269602961838
1.139965483918786,1.3292748830281198,1.3558915657922626,1.3234370131976902,1.386554821394384,1.3988708076067269,1.406055236235261,1.25533999921754,1.2614506725221872
1.4212877387180924,1.304550460074097,1.3380918423645198,1.312662259209901,1.3433891064487398,1.4411307419650257,1.449750135652721,1.2555291303433478,1.267947246786207
1.0934293228201568,1.2841492583975196,1.3309505674988031,1.3128290297463536,1.3910144516266882,1.2820909600704908,1.291914330329746,1.2414080873131752,1.2501739230938256
1.251545247156173,1.3337044520303607,1.303876711986959,1.3300183722749352,1.4827722166664898,1.396650921087712,1.4024600903503597,1.3086503786034882,1.3199687646701932
1.1316195651888847,1.3034600773826241,1.369769569952041,1.3082413147203624,2.1579278958961368,1.3644346403889358,1.3726963670924306,1.2413498326204717,1.2490538670681417
1.2438447610475123,1.2814047848805785,1.3162633827887475,1.3262447081506252,1.6261789435520768,1.3337597958743572,1.3405717825517058,1.2624339126050472,1.2715213089250028
1.27178251510486,1.284671907313168,1.3942128969356418,1.3097107643261552,1.4527612635865808,1.5491380598396063,1.5582201294600964,1.2496302016079426,1.2582513624802232
1.155250680167228,1.3444179561920464,1.307194413151592,1.310699112713337,1.393766650930047,1.379617084749043,1.387580790091306,1.22743630874902,1.2380033023655415
