weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_comp_mlp
0.0001,0.001,6,512,50,0.001,,,,,,,,,,0.16603660319860164
0.0001,0.0001,5,256,50,0.001,,,,,,,,,,0.12884885714604305
0.0,0.0001,6,4096,30,0.0001,,,,,,,,,,0.11415725952157607
0.0,0.001,8,1024,50,0.001,,,,,,,,,,0.10435237580767044
0.0001,0.0001,5,64,30,0.001,,,,,,,,,,0.10932376040862157
0.0,0.0001,8,4096,70,0.0001,,,,,,,,,,0.11198951235184303
0.0001,0.0001,5,256,70,0.0001,,,,,,,,,,0.1409329808675326
0.0001,0.001,10,512,30,0.001,,,,,,,,,,0.16713592066214636
0.0,0.001,6,64,50,0.001,,,,,,,,,,0.10359518505059756
0.0,0.001,6,1024,50,0.001,,,,,,,,,,0.10197655157401012
0.0001,0.001,5,1024,30,0.0001,,,,,,,,,,0.1692556273478728
0.0001,0.0001,6,64,30,0.001,,,,,,,,,,0.11101236899311726
0.0001,0.0001,8,2048,30,0.0001,,,,,,,,,,0.11785461891155977
0.0001,0.001,10,4096,30,0.0001,,,,,,,,,,0.16871563562980066
0.0,0.001,6,128,50,0.0001,,,,,,,,,,0.09919081857571235
0.0001,0.0001,6,4096,30,0.001,,,,,,,,,,0.12230130525735708
0.0,0.0001,6,8192,50,0.001,,,,,,,,,,0.10669822073899783
0.0001,0.001,5,64,30,0.001,,,,,,,,,,0.16530823100071687
0.0,0.001,8,8192,50,0.001,,,,,,,,,,0.11691954714747575
0.0,0.001,6,2048,70,0.0001,,,,,,,,,,0.10725716942778
0.0001,0.0001,10,64,70,0.001,,,,,,,,,,0.14077008263422894
0.0001,0.001,5,1024,70,0.001,,,,,,,,,,0.16565906909795908
0.0,0.001,5,64,70,0.001,,,,,,,,,,0.10212959629985002
0.0,0.0001,6,64,30,0.001,,,,,,,,,,0.08339389992448
0.0,0.001,6,1024,70,0.0001,,,,,,,,,,0.11139870956540107
0.0,0.001,6,64,30,0.001,,,,,,,,,,0.08937008088597885
0.0,0.0001,6,2048,50,0.0001,,,,,,,,,,0.10592090519001851
0.0001,0.001,6,256,30,0.0001,,,,,,,,,,0.1663717018870207
0.0,0.001,6,1024,70,0.0001,,,,,,,,,,0.10860928709690387
0.0,0.0001,8,128,50,0.001,,,,,,,,,,0.10621519317993751
0.0001,0.001,5,2048,70,0.001,,,,,,,,,,0.16611309945583344
0.0001,0.0001,10,64,30,0.0001,,,,,,,,,,0.1112546478326504
0.0,0.0001,8,4096,70,0.001,,,,,,,,,,0.11320128756073805
0.0,0.001,6,4096,70,0.001,,,,,,,,,,0.09800082152852645
0.0,0.0001,5,128,50,0.0001,,,,,,,,,,0.10316903568231142
0.0001,0.0001,5,128,50,0.0001,,,,,,,,,,0.12619608101936486
0.0001,0.0001,6,128,70,0.0001,,,,,,,,,,0.1416877289231007
0.0001,0.0001,5,64,70,0.0001,,,,,,,,,,0.14308150972311312
0.0001,0.001,5,4096,30,0.001,,,,,,,,,,0.16731111258268355
0.0001,0.0001,5,4096,70,0.001,,,,,,,,,,0.1431838911313277
0.0001,0.0001,10,8192,50,0.001,,,,,,,,,,0.12909391339008625
0.0,0.0001,8,64,30,0.001,,,,,,,,,,0.08473661782649847
0.0,0.0001,5,512,30,0.001,,,,,,,,,,0.10726418999525217
0.0001,0.0001,5,64,30,0.0001,,,,,,,,,,0.11181413233280182
0.0001,0.0001,8,64,30,0.0001,,,,,,,,,,0.11124116675211833
0.0001,0.001,8,64,50,0.0001,,,,,,,,,,0.16778922906288735
0.0,0.001,10,2048,50,0.0001,,,,,,,,,,0.10342556891533045
0.0,0.001,10,8192,70,0.0001,,,,,,,,,,0.11665566013409541
0.0,0.0001,6,64,30,0.0001,,,,,,,,,,0.08320092604710505
0.0001,0.001,6,4096,50,0.0001,,,,,,,,,,0.16879275762117826
0.0,0.001,5,4096,50,0.001,,,,,,,,,,0.10056500325982387
0.0001,0.0001,6,128,50,0.001,,,,,,,,,,0.12490002902654501
0.0,0.0001,5,512,70,0.0001,,,,,,,,,,0.11109311454571211
0.0,0.0001,5,256,70,0.001,,,,,,,,,,0.11409852688129131
0.0001,0.001,6,64,50,0.0001,,,,,,,,,,0.1654290762085181
0.0001,0.0001,5,4096,70,0.001,,,,,,,,,,0.14233573526144028
0.0001,0.001,5,4096,70,0.0001,,,,,,,,,,0.16600754043230645
0.0001,0.0001,6,512,70,0.001,,,,,,,,,,0.14420517694491605
0.0001,0.0001,6,4096,70,0.001,,,,,,,,,,0.1438301049746
0.0,0.001,8,64,70,0.0001,,,,,,,,,,0.10120427373510141
0.0,0.001,10,1024,70,0.0001,,,,,,,,,,0.11179537050999128
0.0,0.0001,6,8192,30,0.0001,,,,,,,,,,0.10840671056738267
0.0001,0.001,5,256,30,0.001,,,,,,,,,,0.16748890395347887
0.0,0.0001,5,128,30,0.001,,,,,,,,,,0.09035285848837632
0.0,0.0001,8,4096,30,0.001,,,,,,,,,,0.11056611767181983
0.0,0.001,10,128,50,0.001,,,,,,,,,,0.11095456372086819
0.0,0.0001,5,8192,30,0.0001,,,,,,,,,,0.10554857156597651
0.0001,0.0001,5,512,30,0.0001,,,,,,,,,,0.11195924024169261
0.0,0.001,6,1024,50,0.0001,,,,,,,,,,0.11608158155129505
0.0001,0.0001,10,64,50,0.0001,,,,,,,,,,0.12698770864651754
0.0,0.001,10,4096,70,0.001,,,,,,,,,,0.10020872692649181
