weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_comp_mlp
0.0,0.001,10,512,70,0.0001,,,,,,,,,,0.49124179283777875
0.0,0.0001,5,1024,70,0.001,,,,,,,,,,0.5176541344040916
0.0001,0.0001,6,512,30,0.0001,,,,,,,,,,0.48106710541815983
0.0,0.001,6,256,50,0.001,,,,,,,,,,0.576684696333749
0.0,0.0001,10,1024,70,0.0001,,,,,,,,,,0.524561603864034
0.0,0.001,10,128,30,0.001,,,,,,,,,,0.5120944338185447
0.0,0.0001,6,512,70,0.001,,,,,,,,,,0.5632604509592056
0.0001,0.001,6,2048,30,0.001,,,,,,,,,,0.6688652762344905
0.0001,0.001,8,8192,30,0.0001,,,,,,,,,,0.671257761262712
0.0,0.001,8,64,30,0.001,,,,,,,,,,0.5056634942690531
0.0001,0.0001,8,4096,50,0.0001,,,,,,,,,,0.5276255011558533
0.0,0.0001,10,64,70,0.001,,,,,,,,,,0.49323620256923495
0.0,0.0001,6,512,30,0.0001,,,,,,,,,,0.48966894830976215
0.0,0.0001,5,1024,50,0.0001,,,,,,,,,,0.5443186050369626
0.0,0.0001,8,256,30,0.001,,,,,,,,,,0.4829815242971693
0.0001,0.001,5,64,70,0.0001,,,,,,,,,,0.6124825931730724
0.0,0.001,6,512,30,0.001,,,,,,,,,,0.550632031190963
0.0,0.001,6,256,70,0.0001,,,,,,,,,,0.6244161242530459
0.0001,0.001,5,8192,70,0.001,,,,,,,,,,0.6242073093141828
0.0,0.0001,10,512,70,0.0001,,,,,,,,,,0.5705794323058355
0.0001,0.001,6,1024,30,0.001,,,,,,,,,,0.6926528868221101
0.0001,0.001,6,4096,50,0.001,,,,,,,,,,0.7236545085906982
0.0001,0.001,10,128,50,0.001,,,,,,,,,,0.5686698030857813
0.0,0.001,8,2048,50,0.0001,,,,,,,,,,0.5388466389406295
0.0001,0.0001,8,1024,70,0.001,,,,,,,,,,0.6099331421511514
0.0001,0.001,10,64,30,0.001,,,,,,,,,,0.7036154511429015
0.0001,0.001,5,4096,30,0.001,,,,,,,,,,0.582460955494926
0.0,0.0001,5,512,30,0.0001,,,,,,,,,,0.46012542574178605
0.0,0.0001,10,1024,50,0.001,,,,,,,,,,0.538192746185121
0.0001,0.001,5,4096,30,0.0001,,,,,,,,,,0.5754285227684748
0.0001,0.0001,10,512,50,0.001,,,,,,,,,,0.5742513551598504
0.0001,0.0001,8,1024,50,0.001,,,,,,,,,,0.5963543710254487
0.0,0.001,6,1024,50,0.0001,,,,,,,,,,0.5178724385443187
0.0,0.0001,6,256,50,0.0001,,,,,,,,,,0.5006015215601239
0.0001,0.0001,6,2048,70,0.001,,,,,,,,,,0.5506165552706945
0.0001,0.0001,6,256,70,0.0001,,,,,,,,,,0.5190852383772532
0.0,0.0001,10,256,30,0.0001,,,,,,,,,,0.47677704833802725
0.0001,0.0001,10,4096,30,0.001,,,,,,,,,,0.48992050403640386
0.0001,0.001,6,4096,70,0.0001,,,,,,,,,,0.683969775835673
0.0,0.001,8,512,70,0.0001,,,,,,,,,,0.521549390895026
0.0,0.001,10,1024,50,0.0001,,,,,,,,,,0.4844026097229549
0.0001,0.001,5,1024,50,0.0001,,,,,,,,,,0.7540775594257173
0.0001,0.0001,8,512,30,0.001,,,,,,,,,,0.46962208833013264
0.0,0.0001,5,1024,50,0.0001,,,,,,,,,,0.5593170878433046
0.0,0.0001,5,64,30,0.0001,,,,,,,,,,0.5195258571988061
0.0001,0.001,10,128,50,0.0001,,,,,,,,,,0.6648862120651063
0.0,0.0001,10,1024,30,0.001,,,,,,,,,,0.5105354672386533
0.0001,0.001,10,64,50,0.0001,,,,,,,,,,0.5694835512411027
0.0001,0.0001,8,256,70,0.0001,,,,,,,,,,0.541835374775387
0.0001,0.0001,8,256,30,0.001,,,,,,,,,,0.4797053436438243
0.0001,0.0001,5,1024,30,0.0001,,,,,,,,,,0.46798138817151386
0.0001,0.0001,6,8192,70,0.0001,,,,,,,,,,0.5514296350024995
0.0001,0.0001,8,2048,50,0.001,,,,,,,,,,0.5464246493010294
0.0001,0.001,8,256,70,0.001,,,,,,,,,,0.6119707113220578
0.0,0.001,5,2048,50,0.001,,,,,,,,,,0.5025027238187336
0.0,0.0001,10,256,30,0.001,,,,,,,,,,0.5043842565445673
0.0001,0.0001,6,512,50,0.001,,,,,,,,,,0.5477856000264486
0.0001,0.001,5,1024,30,0.001,,,,,,,,,,0.6535766834304446
0.0001,0.0001,6,128,50,0.001,,,,,,,,,,0.49775158507483347
0.0,0.001,5,512,50,0.0001,,,,,,,,,,0.5653731865542275
0.0,0.001,10,64,70,0.001,,,,,,,,,,0.5155936919507527
0.0,0.0001,8,8192,50,0.001,,,,,,,,,,0.5481891490164257
0.0,0.001,10,128,70,0.001,,,,,,,,,,0.6930965071632749
0.0,0.0001,10,256,70,0.0001,,,,,,,,,,0.5867920234089806
0.0001,0.001,10,8192,70,0.001,,,,,,,,,,0.594618829942885
0.0,0.0001,10,4096,30,0.001,,,,,,,,,,0.7103183056627002
