val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp
0.4559234806469509,0.46675391850017367,0.4594537161645435,0.5759292017845881,0.49004100475992474,0.48410183617046904,0.4841018077873048,0.4533918996651967,0.45374767553238643
0.4690019644442059,0.5052928385280427,0.5022696966216678,0.4751540067650023,0.47522986502874465,0.48419072372572763,0.48426842547598337,0.4525355852785565,0.4526798072315398
0.4603914831365858,0.4745877981185913,0.4926225244998932,0.5140435653073447,0.5007059829575675,0.49261954710597083,0.4926198593207768,0.45305951436360675,0.4534601711091541
0.4506839272521791,0.4757489405927204,0.46107328505743117,0.5017254380952745,0.49212503858975004,0.454487525281452,0.4545142820903233,0.5109115242958069,0.5107298904941195
0.46506253594443914,0.464491327603658,0.4525994842960721,0.513189788375582,0.49615195393562317,0.4629081317356655,0.4629399222987039,0.5374391944635482,0.5376079891409192
0.45836426814397174,0.4726503761041732,0.5548464471385592,0.4669529866604578,0.5278915833859217,0.4779937905924661,0.4780018627643585,0.4770403036049434,0.4771510433583033
0.4547857968580155,0.47144454433804467,0.586117894876571,0.4672184728440784,0.4956194176560357,0.5436204629284995,0.5437204993906475,0.4598825666166487,0.4597411226658594
0.44506758025714327,0.4779692760535649,0.48110968867937726,0.4938017953009832,0.48063005152202787,0.5158253610134125,0.5158479554312569,0.4646775268373035,0.4638665346872239
0.4742014691943214,0.48050932657150996,0.4705683376107897,0.5147139075256529,0.531955090307054,0.4989840771470751,0.4989815780094692,0.43312013149261475,0.43332883573713754
0.4589567297980899,0.4757255557037535,0.5567259987195333,0.6091938643228441,0.4806940612338838,0.5085639314992088,0.5085679264295668,0.4627301905836378,0.4631943872996739
0.4913742783523741,0.47615167640504386,0.47704331505866276,0.5418948006062281,0.5075673006829762,0.5083688823949724,0.5083717888309842,0.48294041696048917,0.48312110134533476
0.4545788566271464,0.485123104992367,0.5024157464504242,0.5375402881985619,0.4878135351907639,0.4696606014456068,0.469668577114741,0.46395330627759296,0.4641142161119552
0.4468374607108888,0.47788515828904654,0.4739962901387896,0.4816130030722845,0.4826592888150896,0.462899033512388,0.46290569646017893,0.46556827425956726,0.46593029726119267
0.4508000938665299,0.46250902329172405,0.4654152435915811,0.5122205870492118,0.5414466176714215,0.4601393455550784,0.4601441181841351,0.45665401504153297,0.45674432601247517
0.4898592332998912,0.4765530058315822,0.4496883097149077,0.4569056289536612,0.4909646042755672,0.5138036466780163,0.5138037375041417,0.4715838389737265,0.4719960391521454
0.46324241445178077,0.4837051559062231,0.5014433435031346,0.5065743483248211,0.500975835890997,0.4793423002674466,0.47931338917641414,0.4472252208562124,0.4470322288217999
0.47506892397290185,0.4711716856275286,0.5731413052195594,0.48766206701596576,0.4779842623642513,0.5156422654787699,0.5156546377000355,0.46305250553857713,0.4629410703976949
0.4570026269980839,0.46304165039743694,0.6184844885553632,0.59862572096643,0.46283502663884846,1.645463568823678,1.6454635574704124,0.4707528835251218,0.4706502074287051
0.44351385604767574,0.4654666426635924,0.5425147059417906,0.468480897801263,0.5129029268310183,0.5454245720590863,0.5454324867044177,0.45014149518240065,0.45012653015908743
0.45713436887377784,0.4834447999795278,0.4782431693304153,0.4961617574805305,0.5044605135917664,0.4649918363207862,0.4649489351681301,0.450446401323591,0.4498991540500096
