weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_comp_mlp
0.0001,0.001,10,4096,50,0.001,,,,,,,,,,0.6522936977091289
0.0,0.001,6,512,50,0.0001,,,,,,,,,,0.5954875342902683
0.0,0.001,5,8192,30,0.0001,,,,,,,,,,0.5443960995901198
0.0001,0.0001,6,64,50,0.0001,,,,,,,,,,0.4921791269665673
0.0,0.0001,5,64,30,0.001,,,,,,,,,,0.5244143846489134
0.0001,0.0001,8,2048,70,0.001,,,,,,,,,,0.7353457865260896
0.0001,0.0001,10,4096,70,0.0001,,,,,,,,,,0.5984981429009211
0.0,0.0001,6,64,70,0.001,,,,,,,,,,0.4625934412082036
0.0001,0.0001,10,1024,70,0.001,,,,,,,,,,0.5691075977824983
0.0,0.001,6,8192,70,0.001,,,,,,,,,,0.5242199542976561
0.0001,0.001,8,2048,30,0.0001,,,,,,,,,,0.5201155685243153
0.0001,0.001,6,1024,30,0.001,,,,,,,,,,0.5577759998185294
0.0001,0.001,6,4096,70,0.001,,,,,,,,,,0.6030726248309726
0.0001,0.001,8,8192,70,0.0001,,,,,,,,,,0.607719110591071
0.0001,0.0001,5,256,30,0.001,,,,,,,,,,0.5041439142965135
0.0,0.0001,6,128,30,0.001,,,,,,,,,,0.4771279756511961
0.0001,0.001,10,1024,30,0.0001,,,,,,,,,,0.5146532186440059
0.0001,0.0001,6,128,70,0.0001,,,,,,,,,,0.4937563304390226
0.0,0.0001,8,512,50,0.001,,,,,,,,,,0.4690091127441043
0.0001,0.001,6,128,50,0.0001,,,,,,,,,,0.5589769468421028
0.0001,0.0001,6,2048,70,0.001,,,,,,,,,,0.6082208482992082
0.0001,0.0001,5,512,50,0.001,,,,,,,,,,0.47705032570021494
0.0001,0.001,10,512,30,0.001,,,,,,,,,,0.5056844935530708
0.0001,0.001,8,2048,70,0.001,,,,,,,,,,0.625304632243656
0.0001,0.001,5,128,70,0.001,,,,,,,,,,0.5776633634453728
0.0,0.001,5,4096,50,0.001,,,,,,,,,,0.5330881717659178
0.0001,0.0001,10,8192,70,0.001,,,,,,,,,,0.5432876589752379
0.0,0.001,10,512,30,0.001,,,,,,,,,,0.48669211637406123
0.0,0.0001,6,4096,70,0.001,,,,,,,,,,0.4843666823137374
0.0,0.001,10,512,30,0.0001,,,,,,,,,,0.5884489935068857
0.0001,0.0001,6,256,70,0.0001,,,,,,,,,,0.4820444328444345
0.0,0.001,5,512,30,0.001,,,,,,,,,,0.7316613779181526
0.0001,0.001,8,64,30,0.0001,,,,,,,,,,0.5386342846211933
0.0,0.0001,8,512,50,0.001,,,,,,,,,,0.5953335577533359
0.0,0.001,10,64,50,0.001,,,,,,,,,,0.46425797258104595
0.0001,0.001,10,128,30,0.001,,,,,,,,,,0.5379738268398103
0.0001,0.001,10,1024,70,0.0001,,,,,,,,,,0.5737693125293368
0.0,0.001,5,2048,70,0.001,,,,,,,,,,0.6028484035105932
0.0001,0.0001,8,2048,50,0.0001,,,,,,,,,,0.509399216799509
0.0,0.001,6,2048,30,0.001,,,,,,,,,,0.4701112998383386
0.0,0.001,6,4096,50,0.001,,,,,,,,,,0.5700751741727194
0.0,0.001,6,128,30,0.0001,,,,,,,,,,0.6118780104886918
0.0001,0.0001,10,64,30,0.001,,,,,,,,,,0.5449034649701345
0.0,0.0001,6,8192,30,0.001,,,,,,,,,,0.5063292213848659
0.0,0.001,6,1024,30,0.001,,,,,,,,,,0.49345345085575465
