bits,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp
2,0.0830583651478474,0.3621001083117265,0.1604230455481089,0.18159244049053927,0.11370095673661966,0.10409640658360261,0.10489809490167178,0.09786852838901373,0.09889272491519267
3,0.07848360045598103,0.24237168224958272,0.12166549276847105,0.1395751375418443,0.09873417088618645,0.08591611992854338,0.08632723803703601,0.08535974942720853,0.08637622101948811
4,0.07878188697191385,0.3846579198653881,0.09391011091379019,0.11872019664599345,0.10440938547253609,0.08748968644784047,0.08782673288996402,0.07690317309819734,0.0777520117851404
5,0.07951472762685556,0.29336319107275743,0.0838503065590675,0.10497121885418892,0.10660058351663443,0.08309695336681146,0.08318023005357156,0.07640855292288157,0.07687130965865575
6,0.08228260548068927,0.30795543698164135,0.08551573223219468,0.10630143118592408,0.09863447939547208,0.08400296600392232,0.08425606108055665,0.07596161749500495,0.07620837665521181
7,0.08071454972601853,0.33506374817628126,0.08282157853245735,0.09960150535290058,0.09564387265306253,0.08334705714996045,0.08355992373365623,0.07518233278622995,0.07533346552115221
8,0.07787170627942452,0.18121902231986706,0.083851362994084,0.08631895425227973,0.09937112852931022,0.08510319094818372,0.08574475322205287,0.07647724277698077,0.07674712045834614
