weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_comp_mlp
0.0,0.0001,5,1024,50,0.001,,,,,,,,,,0.522536888009026
0.0001,0.001,8,512,30,0.001,,,,,,,,,,0.5530221008119129
0.0001,0.001,6,1024,50,0.0001,,,,,,,,,,0.6252869552090055
0.0001,0.001,8,1024,30,0.0001,,,,,,,,,,0.6652301578294664
0.0001,0.0001,10,512,70,0.001,,,,,,,,,,0.640530492578234
0.0,0.001,8,4096,70,0.001,,,,,,,,,,0.46556676143691655
0.0,0.0001,10,128,50,0.001,,,,,,,,,,0.4975785031205132
0.0,0.0001,10,2048,30,0.001,,,,,,,,,,0.5183980166912079
0.0,0.0001,5,256,50,0.001,,,,,,,,,,0.47339790207999094
0.0,0.001,6,1024,70,0.001,,,,,,,,,,0.5946106513341268
0.0,0.0001,8,256,70,0.0001,,,,,,,,,,0.5352410844394139
0.0001,0.0001,6,8192,70,0.0001,,,,,,,,,,0.5640381830079215
0.0,0.0001,5,1024,30,0.0001,,,,,,,,,,0.5015172206220173
0.0001,0.001,8,64,30,0.0001,,,,,,,,,,0.6456006864706675
0.0001,0.0001,10,128,70,0.0001,,,,,,,,,,0.500707976874851
0.0,0.001,10,2048,50,0.001,,,,,,,,,,0.5541817602657136
0.0001,0.001,10,64,30,0.001,,,,,,,,,,0.6189789984907422
0.0,0.001,8,4096,30,0.001,,,,,,,,,,0.6519241034984589
0.0001,0.001,6,128,70,0.0001,,,,,,,,,,0.5900256236394247
0.0001,0.001,5,128,50,0.0001,,,,,,,,,,0.6688906919388544
0.0,0.0001,10,2048,50,0.0001,,,,,,,,,,0.4731941045749755
0.0,0.0001,5,1024,50,0.0001,,,,,,,,,,0.47778456125940594
0.0,0.0001,10,8192,70,0.001,,,,,,,,,,0.47633055845896405
0.0001,0.0001,5,1024,70,0.001,,,,,,,,,,0.6337321670282454
0.0001,0.0001,10,512,70,0.001,,,,,,,,,,0.6025597836290087
0.0,0.001,6,256,50,0.001,,,,,,,,,,0.5702265117849622
0.0,0.001,6,256,30,0.001,,,,,,,,,,0.5143423541670754
0.0,0.001,8,256,70,0.001,,,,,,,,,,0.5650800182705834
0.0001,0.0001,6,512,70,0.0001,,,,,,,,,,0.6041139633882613
0.0,0.001,10,512,70,0.001,,,,,,,,,,0.5036203761895498
0.0001,0.0001,10,2048,50,0.001,,,,,,,,,,0.6673759449095953
0.0001,0.0001,6,256,50,0.0001,,,,,,,,,,0.5102988353797367
0.0001,0.0001,6,128,70,0.001,,,,,,,,,,0.5139044707729703
0.0001,0.001,8,256,50,0.001,,,,,,,,,,0.580107406491325
0.0001,0.0001,5,1024,50,0.001,,,,,,,,,,0.6365705941404615
0.0001,0.001,8,512,50,0.001,,,,,,,,,,0.7088117727211544
0.0,0.0001,8,128,50,0.001,,,,,,,,,,0.48484635211172555
0.0,0.001,10,2048,50,0.001,,,,,,,,,,0.5048262405963171
0.0,0.001,10,256,50,0.0001,,,,,,,,,,0.564054643823987
0.0001,0.0001,5,128,70,0.0001,,,,,,,,,,0.4970788189343044
0.0,0.001,8,4096,70,0.0001,,,,,,,,,,0.5508306721846262
0.0,0.001,8,64,50,0.0001,,,,,,,,,,0.5935307130927131
0.0,0.001,8,128,50,0.001,,,,,,,,,,0.5950186351935068
0.0,0.0001,5,512,50,0.001,,,,,,,,,,0.5162812244324457
0.0,0.001,5,64,50,0.0001,,,,,,,,,,0.6135183118638539
0.0,0.001,8,128,50,0.0001,,,,,,,,,,0.5166255959442684
0.0,0.001,6,4096,50,0.001,,,,,,,,,,0.535295273576464
0.0,0.0001,6,2048,30,0.0001,,,,,,,,,,0.490414417215756
0.0,0.0001,8,2048,30,0.0001,,,,,,,,,,0.5245473867370969
0.0001,0.001,8,256,50,0.0001,,,,,,,,,,0.6092983101095472
0.0,0.0001,10,512,50,0.0001,,,,,,,,,,0.5032583957626706
0.0,0.001,6,64,30,0.0001,,,,,,,,,,0.5073300089154925
0.0,0.0001,6,512,70,0.001,,,,,,,,,,0.5491811363469987
0.0001,0.0001,8,512,50,0.0001,,,,,,,,,,0.530317641439892
0.0001,0.0001,5,2048,70,0.001,,,,,,,,,,0.6374981644607726
0.0,0.0001,6,4096,70,0.001,,,,,,,,,,0.47276775751795086
0.0,0.0001,6,512,30,0.0001,,,,,,,,,,0.49264757831891376
0.0,0.0001,10,1024,70,0.001,,,,,,,,,,0.4968701345579965
0.0,0.0001,6,4096,70,0.001,,,,,,,,,,0.5230413888181958
0.0,0.0001,6,128,50,0.001,,,,,,,,,,0.5152990080061413
0.0,0.0001,6,256,50,0.0001,,,,,,,,,,0.49558626328195843
0.0001,0.001,5,4096,70,0.0001,,,,,,,,,,0.6266905622822898
0.0,0.0001,6,2048,50,0.0001,,,,,,,,,,0.5143633385499319
0.0,0.0001,10,128,50,0.0001,,,,,,,,,,0.5182686902227855
0.0,0.0001,6,8192,30,0.001,,,,,,,,,,0.5238094500132969
0.0,0.0001,6,128,70,0.001,,,,,,,,,,0.4955506864048186
0.0,0.001,10,1024,70,0.001,,,,,,,,,,0.5130274395147959
0.0001,0.001,10,4096,30,0.001,,,,,,,,,,0.6412552339690072
0.0001,0.0001,5,256,30,0.001,,,,,,,,,,0.5199321437449682
0.0,0.0001,8,256,50,0.001,,,,,,,,,,0.47956231094542
0.0,0.0001,8,8192,30,0.001,,,,,,,,,,0.47354444719496225
0.0,0.001,8,64,50,0.001,,,,,,,,,,0.4861523267768678
0.0001,0.001,5,2048,50,0.001,,,,,,,,,,0.8097198449430012
0.0,0.0001,6,4096,30,0.001,,,,,,,,,,0.5073225072452
0.0001,0.001,8,8192,50,0.0001,,,,,,,,,,0.7299680653072539
0.0,0.001,5,1024,30,0.0001,,,,,,,,,,0.5175458249591646
0.0,0.0001,6,1024,70,0.001,,,,,,,,,,0.48857732046218144
0.0,0.0001,5,128,50,0.0001,,,,,,,,,,0.49693814913431805
0.0001,0.0001,10,1024,50,0.001,,,,,,,,,,0.6012854859942481
0.0001,0.001,8,256,50,0.001,,,,,,,,,,0.6563118965852828
0.0001,0.0001,6,4096,70,0.0001,,,,,,,,,,0.6034202433767772
0.0,0.0001,10,128,30,0.001,,,,,,,,,,0.5126223734446934
0.0001,0.0001,6,2048,70,0.0001,,,,,,,,,,0.641332038811275
0.0,0.0001,6,8192,70,0.0001,,,,,,,,,,0.4756040487970625
0.0001,0.0001,5,2048,50,0.001,,,,,,,,,,0.6373957821301052
0.0,0.0001,8,4096,50,0.0001,,,,,,,,,,0.4974648193234489
0.0,0.001,6,4096,70,0.0001,,,,,,,,,,0.4661722828944524
0.0001,0.0001,8,2048,70,0.0001,,,,,,,,,,0.6230205709025973
0.0001,0.001,8,128,50,0.0001,,,,,,,,,,0.6072870052996135
0.0001,0.0001,6,8192,50,0.0001,,,,,,,,,,0.5678470063777197
0.0,0.0001,8,128,50,0.001,,,,,,,,,,0.49622113647915067
0.0001,0.0001,5,256,50,0.001,,,,,,,,,,0.5084957693304334
0.0001,0.0001,5,1024,70,0.0001,,,,,,,,,,0.6602495681671869
0.0,0.001,10,512,70,0.0001,,,,,,,,,,0.5048406904652005
0.0001,0.0001,5,64,50,0.001,,,,,,,,,,0.550641268491745
0.0,0.0001,8,128,70,0.0001,,,,,,,,,,0.49718057541620164
0.0,0.0001,10,512,50,0.0001,,,,,,,,,,0.5197143767561231
0.0,0.0001,5,256,50,0.001,,,,,,,,,,0.5409488365763709
0.0,0.0001,8,1024,30,0.0001,,,,,,,,,,0.49896559828803655
0.0,0.0001,5,512,30,0.0001,,,,,,,,,,0.4810872446923029
