weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp
0.0001,0.0001,10,2048,70,0.001,113.01638930591184,117.43628538900347,129.93973763309307,137.79381726393058,115.00763614142119,122.19174763693738,122.2809809784391,112.82832808992755,112.87181427229696
0.0001,0.0001,6,8192,70,0.0001,116.53255992149239,120.714459547356,141.3040136081069,112.92762799049491,129.16373483458563,102.95629592440021,103.0673751261697,105.98077768354274,105.99791005832046
0.0001,0.0001,5,4096,70,0.001,116.72480765385414,123.34667871959174,134.73454700299163,125.31548702183055,113.80290347426686,116.9994591100892,117.02171277288181,115.52625678902241,115.7111458849551
0.0,0.0001,6,1024,70,0.001,117.41395631477015,126.79744498409443,133.90749404679482,114.49468675300257,136.76726144819116,115.25964446565997,115.17500231159268,116.81258927530317,116.85035010949889
0.0001,0.0001,10,4096,70,0.0001,117.7941952036388,125.267729061753,120.06543264816057,114.4643980567135,112.71728322043347,114.53969146956258,114.58042372518511,109.5817630824758,109.64679866050606
0.0,0.0001,5,8192,70,0.0001,117.83189056168742,126.3241092624949,145.5768539656454,118.54731847279108,116.56427298019182,106.35091778769421,106.35613301974624,106.34060344411365,106.33341006378629
0.0001,0.0001,8,1024,70,0.001,119.61668674981416,130.22952902494973,120.83239979530448,119.10295853685977,122.69825340384868,118.49249725911154,118.22466446036724,118.75814267058871,118.88595666458357
0.0001,0.0001,6,4096,70,0.0001,120.03603010035273,128.9573300489739,146.06906685900333,115.5259872550395,111.48727957882099,109.38860713901805,109.4161248278262,105.5811295580508,105.64266859595455
0.0001,0.0001,6,1024,50,0.001,120.79787379592213,127.63857852878856,135.9457461229011,127.32907047556408,125.85180612820298,111.07340983490445,111.17636854257157,131.00401989381706,130.76051677874665
0.0001,0.0001,5,2048,70,0.0001,120.96305010212002,128.1840085271579,162.339437797888,122.06999496915448,120.64228866349406,114.9579472043621,114.97472122533998,107.47039846164077,107.51680630356518
0.0001,0.0001,8,1024,50,0.0001,121.86071136816224,128.10183812611137,165.28570260574568,155.68244518450837,124.41153398200647,122.59332793506223,122.59954885226577,117.6378994272716,117.66416498440415
0.0001,0.001,8,256,70,0.0001,121.98482524814891,128.56650600148672,135.12973574738004,133.25734750548406,147.0985089771783,124.42351042334712,124.39783904801554,125.96575005374737,125.93734553322864
0.0001,0.0001,8,4096,30,0.0001,122.25594631593619,126.09703342950166,136.77951254773495,130.56452355455997,131.68696950086905,114.88813946852044,114.96258664487013,127.03057212260232,127.02380507739622
