weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_comp_mlp
0.0,0.001,8,128,70,0.0001,,,,,,,,,,120.46648606257652
0.0,0.0001,10,4096,70,0.0001,,,,,,,,,,101.6479500727867
0.0,0.001,6,512,70,0.0001,,,,,,,,,,134.30557381928855
0.0,0.001,8,1024,30,0.001,,,,,,,,,,123.182383921609
0.0,0.001,8,2048,70,0.0001,,,,,,,,,,129.829331981602
0.0001,0.0001,6,4096,30,0.0001,,,,,,,,,,163.54902068180823
0.0001,0.001,6,256,50,0.0001,,,,,,,,,,196.7929564518715
0.0001,0.001,6,256,50,0.001,,,,,,,,,,192.72907257080078
0.0,0.0001,6,8192,70,0.001,,,,,,,,,,97.64400744082323
0.0001,0.001,8,64,30,0.0001,,,,,,,,,,213.83999964016587
0.0001,0.001,6,512,70,0.001,,,,,,,,,,202.47323665334218
0.0001,0.0001,10,1024,50,0.001,,,,,,,,,,179.06641040631195
0.0001,0.0001,10,2048,70,0.0001,,,,,,,,,,178.13426345141966
0.0,0.0001,8,1024,30,0.0001,,,,,,,,,,106.23343567350018
0.0,0.0001,8,512,70,0.001,,,,,,,,,,102.26612227710325
0.0001,0.001,8,8192,70,0.0001,,,,,,,,,,207.7996729381049
0.0001,0.0001,8,512,70,0.001,,,,,,,,,,181.83448996472714
0.0001,0.001,10,1024,50,0.001,,,,,,,,,,204.46513583055184
0.0,0.001,5,4096,70,0.001,,,,,,,,,,112.6024864538392
0.0,0.0001,8,512,70,0.001,,,,,,,,,,104.36391169989287
0.0,0.0001,5,1024,50,0.001,,,,,,,,,,100.89116697169062
0.0,0.001,8,64,70,0.001,,,,,,,,,,113.9434803065969
0.0,0.001,10,128,50,0.0001,,,,,,,,,,116.15443716476213
0.0,0.001,8,2048,30,0.001,,,,,,,,,,125.05765243074786
0.0,0.001,8,512,50,0.0001,,,,,,,,,,122.0715435085012
0.0001,0.001,10,2048,70,0.0001,,,,,,,,,,194.61881461072323
0.0,0.001,6,4096,70,0.0001,,,,,,,,,,114.8742132613908
0.0001,0.001,8,512,70,0.0001,,,,,,,,,,194.56132518711374
0.0,0.001,10,2048,30,0.0001,,,,,,,,,,132.85486540153846
0.0,0.001,5,128,70,0.001,,,,,,,,,,117.91450870570851
