weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_comp_mlp
0.0001,0.001,10,8192,70,0.001,,,,,,,,,,190.958965472321
0.0,0.0001,10,2048,50,0.001,,,,,,,,,,114.51131940243849
0.0001,0.001,8,64,50,0.001,,,,,,,,,,217.8640831335267
0.0,0.001,8,256,30,0.001,,,,,,,,,,135.59980124857887
0.0,0.001,10,256,70,0.001,,,,,,,,,,132.84335014001647
0.0001,0.0001,5,512,30,0.001,,,,,,,,,,182.76978859972598
0.0001,0.001,10,256,50,0.001,,,,,,,,,,191.6993376319088
0.0,0.0001,10,64,30,0.0001,,,,,,,,,,191.48875142567192
0.0001,0.001,6,512,30,0.0001,,,,,,,,,,238.11541793595498
0.0,0.001,6,4096,50,0.0001,,,,,,,,,,134.68450096471986
0.0001,0.0001,10,8192,70,0.001,,,,,,,,,,175.80902219174513
0.0,0.0001,5,128,70,0.0001,,,,,,,,,,155.28870824557632
0.0,0.0001,6,4096,50,0.0001,,,,,,,,,,130.1577042536949
0.0,0.001,6,2048,50,0.001,,,,,,,,,,129.7869744372012
0.0001,0.0001,6,4096,70,0.001,,,,,,,,,,177.15675166115832
0.0,0.0001,10,512,50,0.0001,,,,,,,,,,127.63446272664996
0.0,0.001,10,256,70,0.001,,,,,,,,,,139.33001714677954
0.0,0.0001,6,4096,50,0.0001,,,,,,,,,,117.77772630150639
0.0001,0.001,8,1024,30,0.0001,,,,,,,,,,233.9859098747595
0.0001,0.0001,8,512,30,0.001,,,,,,,,,,168.90897266900362
0.0,0.001,5,128,50,0.0001,,,,,,,,,,135.05670883406455
0.0,0.001,8,2048,50,0.001,,,,,,,,,,126.23970003270391
0.0001,0.0001,6,256,30,0.001,,,,,,,,,,203.56911286311365
0.0001,0.0001,6,128,50,0.0001,,,,,,,,,,227.29623595280432
0.0001,0.001,6,64,30,0.001,,,,,,,,,,210.26493368575822
0.0001,0.001,5,64,50,0.0001,,,,,,,,,,198.88478839931204
0.0,0.0001,10,2048,50,0.001,,,,,,,,,,122.28581622109485
0.0001,0.0001,10,2048,30,0.001,,,,,,,,,,158.8155511884547
0.0,0.001,8,1024,70,0.001,,,,,,,,,,122.24975398049426
0.0,0.0001,5,64,30,0.001,,,,,,,,,,198.05919225892023
0.0001,0.0001,5,1024,70,0.0001,,,,,,,,,,184.01042505520493
0.0001,0.001,8,8192,30,0.0001,,,,,,,,,,214.2663685812879
0.0,0.001,6,128,70,0.001,,,,,,,,,,123.48138604235294
0.0001,0.0001,5,2048,50,0.001,,,,,,,,,,179.83638934235074
0.0001,0.001,10,2048,70,0.001,,,,,,,,,,180.77110085558536
0.0,0.0001,5,512,50,0.0001,,,,,,,,,,127.37744744144268
0.0,0.0001,10,2048,30,0.001,,,,,,,,,,117.46209027873935
0.0,0.0001,8,64,70,0.0001,,,,,,,,,,163.14309834722263
0.0,0.0001,10,512,30,0.001,,,,,,,,,,125.63579399905987
0.0001,0.0001,6,1024,50,0.0001,,,,,,,,,,178.50442664302997
0.0,0.001,8,2048,30,0.0001,,,,,,,,,,138.1248290787882
0.0,0.0001,8,2048,70,0.001,,,,,,,,,,116.64381459933608
0.0,0.001,5,512,70,0.001,,,,,,,,,,129.13601866764807
0.0001,0.001,10,1024,30,0.0001,,,,,,,,,,197.13412054261164
0.0,0.0001,8,256,30,0.0001,,,,,,,,,,138.30769188724346
0.0,0.001,8,512,70,0.0001,,,,,,,,,,128.8758707188848
0.0,0.0001,5,128,50,0.001,,,,,,,,,,147.05786400410668
0.0,0.001,6,512,50,0.0001,,,,,,,,,,124.09281352028918
0.0,0.001,8,4096,50,0.001,,,,,,,,,,158.95663298421832
0.0001,0.0001,10,8192,30,0.0001,,,,,,,,,,156.66367180667706
0.0,0.001,10,2048,70,0.001,,,,,,,,,,132.19672689864885
0.0,0.001,10,2048,30,0.0001,,,,,,,,,,131.09255594282007
0.0,0.001,5,2048,50,0.001,,,,,,,,,,124.11274001847453
0.0001,0.001,6,4096,70,0.0001,,,,,,,,,,195.29708520690008
0.0001,0.0001,5,128,50,0.0001,,,,,,,,,,209.33284452068273
0.0,0.0001,8,64,70,0.0001,,,,,,,,,,163.19365248039588
0.0001,0.001,10,512,70,0.0001,,,,,,,,,,184.18976126144182
0.0,0.0001,8,128,30,0.001,,,,,,,,,,191.429890988478
0.0,0.0001,6,512,50,0.0001,,,,,,,,,,121.17234386614899
0.0001,0.001,6,2048,30,0.001,,,,,,,,,,199.35294398976797
0.0001,0.0001,6,128,70,0.001,,,,,,,,,,208.6401204351169
0.0,0.0001,8,8192,70,0.001,,,,,,,,,,113.24165998999752
0.0001,0.0001,5,2048,50,0.001,,,,,,,,,,173.19349659023
0.0,0.0001,6,64,30,0.0001,,,,,,,,,,197.0529982154049
0.0001,0.001,5,8192,50,0.001,,,,,,,,,,184.58741281993355
0.0001,0.001,6,512,30,0.0001,,,,,,,,,,194.62837549465806
0.0001,0.001,6,256,30,0.001,,,,,,,,,,210.67179449280695
0.0001,0.001,5,128,70,0.0001,,,,,,,,,,195.41801372926628
0.0001,0.001,5,64,30,0.001,,,,,,,,,,218.9075073697674
0.0001,0.001,8,4096,70,0.001,,,,,,,,,,185.97670563655115
0.0,0.001,10,4096,30,0.0001,,,,,,,,,,136.70123291015625
0.0,0.001,6,64,70,0.0001,,,,,,,,,,136.48641882369768
0.0,0.0001,8,128,70,0.0001,,,,,,,,,,134.97119345593808
0.0,0.0001,5,1024,50,0.0001,,,,,,,,,,117.59151407498032
0.0001,0.0001,10,4096,70,0.0001,,,,,,,,,,178.24554238390567
0.0,0.0001,5,128,50,0.001,,,,,,,,,,146.37019632823433
0.0001,0.001,10,128,30,0.001,,,,,,,,,,199.8455030526688
0.0,0.0001,8,2048,50,0.0001,,,,,,,,,,116.98119456732451
0.0001,0.001,6,2048,70,0.0001,,,,,,,,,,187.1909774666402
0.0,0.0001,8,4096,30,0.0001,,,,,,,,,,128.22104098191903
0.0001,0.001,6,8192,30,0.0001,,,,,,,,,,192.26524614931932
0.0001,0.001,6,1024,50,0.0001,,,,,,,,,,213.20189792006764
0.0,0.0001,5,64,70,0.001,,,,,,,,,,187.08136441814366
0.0001,0.001,8,64,70,0.001,,,,,,,,,,195.03469962504371
0.0,0.001,5,1024,50,0.001,,,,,,,,,,125.53706189055941
0.0001,0.001,10,512,30,0.0001,,,,,,,,,,198.91653487931436
0.0001,0.001,6,128,30,0.001,,,,,,,,,,214.51760943967903
0.0,0.001,5,256,50,0.001,,,,,,,,,,128.9004108941377
0.0,0.0001,10,8192,30,0.001,,,,,,,,,,135.50451460881018
0.0001,0.0001,8,1024,30,0.0001,,,,,,,,,,176.5297051045432
0.0,0.001,6,256,50,0.001,,,,,,,,,,169.54201889038086
