weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_comp_mlp
0.0,0.001,6,256,70,0.0001,,,,,,,,,,1.3346804925240576
0.0001,0.001,6,256,70,0.001,,,,,,,,,,11.670039784163237
0.0,0.001,10,8192,70,0.0001,,,,,,,,,,1.3100092336535454
0.0001,0.001,10,2048,30,0.0001,,,,,,,,,,11.863383561372757
0.0,0.001,5,64,70,0.001,,,,,,,,,,1.145451466087252
0.0,0.0001,10,64,50,0.001,,,,,,,,,,1.276441778987646
0.0,0.001,8,1024,70,0.0001,,,,,,,,,,1.955379935912788
0.0001,0.0001,6,128,30,0.0001,,,,,,,,,,4.990988206118345
0.0,0.0001,10,1024,70,0.0001,,,,,,,,,,1.583012843504548
0.0001,0.0001,5,512,70,0.001,,,,,,,,,,12.116602942347527
0.0,0.0001,5,1024,70,0.001,,,,,,,,,,1.6130282590165734
0.0001,0.0001,6,1024,50,0.001,,,,,,,,,,11.031910594552755
0.0,0.0001,8,64,50,0.0001,,,,,,,,,,1.0728547014296055
0.0001,0.0001,10,2048,50,0.001,,,,,,,,,,11.829756572842598
0.0001,0.0001,10,4096,50,0.001,,,,,,,,,,11.44424905627966
0.0001,0.0001,10,4096,30,0.001,,,,,,,,,,5.374178130179644
0.0001,0.001,6,8192,70,0.001,,,,,,,,,,11.807104859501123
0.0001,0.0001,10,128,30,0.0001,,,,,,,,,,5.033666394650936
0.0001,0.001,8,512,50,0.001,,,,,,,,,,12.000416990369558
0.0,0.0001,5,8192,70,0.001,,,,,,,,,,1.4491813746280968
0.0001,0.001,6,8192,50,0.001,,,,,,,,,,11.952137295156717
0.0,0.001,10,256,70,0.0001,,,,,,,,,,1.8517866777256131
0.0,0.001,8,2048,70,0.0001,,,,,,,,,,1.3268640115857124
0.0001,0.001,8,256,30,0.001,,,,,,,,,,12.209299843758345
0.0001,0.001,5,2048,30,0.0001,,,,,,,,,,12.565049409866333
0.0,0.0001,5,1024,70,0.0001,,,,,,,,,,1.5775456628762186
0.0001,0.001,10,64,30,0.001,,,,,,,,,,11.455642223358154
0.0001,0.0001,6,128,30,0.0001,,,,,,,,,,5.041033713147044
0.0001,0.001,10,4096,30,0.001,,,,,,,,,,11.51669542863965
0.0001,0.001,8,128,50,0.001,,,,,,,,,,11.53865235298872
0.0,0.0001,10,64,70,0.001,,,,,,,,,,1.08063904941082
0.0001,0.001,6,4096,50,0.001,,,,,,,,,,11.531670987606049
0.0,0.0001,10,4096,30,0.001,,,,,,,,,,1.4335226430557668
0.0001,0.0001,10,512,70,0.001,,,,,,,,,,11.60088961943984
0.0,0.001,8,4096,30,0.001,,,,,,,,,,1.285996004473418
0.0,0.0001,6,128,30,0.001,,,,,,,,,,1.1610015416517854
0.0001,0.001,10,128,50,0.0001,,,,,,,,,,11.622349053621292
0.0,0.0001,10,8192,50,0.001,,,,,,,,,,1.4445779863744974
0.0,0.001,6,64,30,0.001,,,,,,,,,,1.1467683548107743
0.0,0.001,10,4096,70,0.0001,,,,,,,,,,1.2822601683437824
0.0,0.0001,10,4096,30,0.001,,,,,,,,,,1.919795318506658
0.0001,0.0001,6,1024,50,0.001,,,,,,,,,,11.5919726267457
0.0,0.0001,10,1024,50,0.0001,,,,,,,,,,2.0188989713788033
0.0001,0.001,10,256,30,0.0001,,,,,,,,,,11.60104313120246
0.0001,0.0001,6,4096,30,0.0001,,,,,,,,,,5.352086469531059
0.0001,0.0001,5,4096,50,0.0001,,,,,,,,,,11.208030700683594
0.0001,0.001,5,512,70,0.001,,,,,,,,,,12.014470167458057
0.0001,0.0001,6,64,50,0.0001,,,,,,,,,,10.990934677422047
0.0,0.001,8,512,70,0.0001,,,,,,,,,,1.4816565904766321
0.0001,0.0001,10,256,30,0.001,,,,,,,,,,4.996977107599378
0.0,0.0001,6,4096,30,0.0001,,,,,,,,,,1.5354533158242702
0.0,0.001,10,4096,50,0.0001,,,,,,,,,,1.1450336091220379
0.0001,0.001,8,256,50,0.001,,,,,,,,,,11.532414708286524
0.0,0.0001,5,64,30,0.001,,,,,,,,,,1.1058891671709716
0.0001,0.0001,6,512,70,0.001,,,,,,,,,,11.604920852929354
0.0001,0.001,8,128,30,0.0001,,,,,,,,,,11.58346951380372
0.0001,0.0001,5,8192,70,0.0001,,,,,,,,,,11.751214869320393
0.0001,0.0001,6,4096,70,0.0001,,,,,,,,,,11.668212927877903
0.0001,0.001,6,64,30,0.0001,,,,,,,,,,11.510579597204924
0.0,0.001,5,1024,50,0.001,,,,,,,,,,1.4676674422807992
0.0001,0.0001,6,256,70,0.0001,,,,,,,,,,11.754309888929129
0.0,0.001,5,1024,30,0.0001,,,,,,,,,,1.3681722315959632
0.0,0.0001,8,4096,70,0.001,,,,,,,,,,1.6488954946398735
0.0,0.0001,10,128,70,0.0001,,,,,,,,,,1.1347576137632132
0.0,0.001,5,512,70,0.0001,,,,,,,,,,1.3702708263881505
0.0001,0.001,6,1024,50,0.0001,,,,,,,,,,11.498898688703775
0.0,0.001,6,8192,50,0.001,,,,,,,,,,1.147820610087365
0.0,0.0001,6,256,30,0.0001,,,,,,,,,,1.1169418133795261
0.0001,0.0001,5,256,30,0.001,,,,,,,,,,5.185345696285367
0.0,0.001,6,256,30,0.001,,,,,,,,,,1.4379868074320257
0.0001,0.0001,10,256,30,0.001,,,,,,,,,,5.106655862182379
0.0,0.001,8,4096,70,0.0001,,,,,,,,,,1.2635234352201223
0.0001,0.001,8,512,70,0.0001,,,,,,,,,,11.68880258500576
0.0001,0.001,5,256,70,0.0001,,,,,,,,,,11.510316539555788
0.0,0.0001,6,2048,50,0.0001,,,,,,,,,,1.546452522277832
0.0001,0.001,5,4096,70,0.001,,,,,,,,,,11.973895475268364
0.0,0.0001,10,8192,50,0.001,,,,,,,,,,1.452356940601021
0.0001,0.001,8,64,70,0.001,,,,,,,,,,11.530138418078423
0.0,0.0001,10,1024,30,0.001,,,,,,,,,,1.2468206002376974
0.0001,0.0001,6,256,30,0.0001,,,,,,,,,,5.33402487449348
0.0001,0.001,8,512,30,0.0001,,,,,,,,,,11.58852719888091
0.0001,0.0001,10,64,50,0.001,,,,,,,,,,10.955818179994822
0.0,0.001,8,64,30,0.001,,,,,,,,,,1.1460188417695463
0.0,0.0001,5,4096,30,0.001,,,,,,,,,,1.7600142820738256
0.0001,0.001,6,128,30,0.0001,,,,,,,,,,11.543166372925043
0.0,0.001,10,64,30,0.001,,,,,,,,,,1.229001244995743
