weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_comp_mlp
0.0,0.0001,8,128,70,0.001,,,,,,,,,,4.104761105030775
0.0,0.001,5,128,50,0.001,,,,,,,,,,4.6826068218797445
0.0,0.0001,5,8192,30,0.001,,,,,,,,,,5.366627465933561
0.0,0.0001,8,64,70,0.001,,,,,,,,,,3.9038790855556726
0.0001,0.001,6,128,30,0.0001,,,,,,,,,,11.866397738456726
0.0,0.001,6,8192,70,0.0001,,,,,,,,,,6.970710322260857
0.0,0.001,6,1024,70,0.001,,,,,,,,,,5.860487097874284
0.0,0.0001,8,256,50,0.001,,,,,,,,,,4.304706797003746
0.0001,0.001,5,128,70,0.0001,,,,,,,,,,11.26872681826353
0.0001,0.0001,5,256,50,0.0001,,,,,,,,,,11.109642431139946
0.0,0.001,10,512,30,0.0001,,,,,,,,,,5.427485955879092
0.0,0.0001,10,8192,50,0.0001,,,,,,,,,,5.935717914253473
0.0001,0.001,5,4096,30,0.001,,,,,,,,,,11.244378179311752
0.0,0.001,6,64,70,0.001,,,,,,,,,,4.236211797222495
0.0001,0.0001,6,4096,70,0.001,,,,,,,,,,11.516841795295477
0.0001,0.001,8,2048,70,0.0001,,,,,,,,,,11.240858472883701
0.0,0.0001,10,4096,70,0.0001,,,,,,,,,,5.743944371119142
0.0001,0.001,6,64,30,0.0001,,,,,,,,,,11.254584826529026
0.0,0.001,6,128,70,0.0001,,,,,,,,,,4.784925838932395
0.0,0.0001,5,2048,50,0.001,,,,,,,,,,6.061805536970496
0.0001,0.001,8,8192,70,0.0001,,,,,,,,,,11.218701370060444
0.0001,0.0001,5,512,70,0.0001,,,,,,,,,,11.255395587533712
0.0001,0.001,6,8192,30,0.0001,,,,,,,,,,11.324479695409536
0.0,0.0001,8,128,30,0.001,,,,,,,,,,3.9217131566256285
0.0001,0.0001,8,256,70,0.0001,,,,,,,,,,11.25521968305111
0.0,0.001,8,2048,70,0.0001,,,,,,,,,,6.051726831123233
0.0001,0.001,6,64,50,0.001,,,,,,,,,,11.811640597879887
0.0001,0.001,10,2048,70,0.001,,,,,,,,,,11.459922470152378
0.0,0.0001,10,8192,30,0.001,,,,,,,,,,5.326055012643337
0.0,0.0001,10,1024,50,0.0001,,,,,,,,,,6.366426952183247
0.0001,0.001,10,256,70,0.0001,,,,,,,,,,11.566125549376011
0.0,0.001,10,2048,30,0.0001,,,,,,,,,,4.992312628775835
0.0001,0.0001,10,1024,50,0.001,,,,,,,,,,11.275324881076813
0.0001,0.001,5,512,70,0.001,,,,,,,,,,11.17703053727746
0.0001,0.0001,10,512,70,0.0001,,,,,,,,,,11.412139263004065
0.0,0.0001,8,8192,50,0.001,,,,,,,,,,5.801720544695854
0.0,0.001,6,256,50,0.0001,,,,,,,,,,5.326142815873027
0.0001,0.001,10,2048,70,0.0001,,,,,,,,,,11.338335555046797
0.0,0.001,5,1024,70,0.001,,,,,,,,,,6.044867223128676
0.0001,0.001,8,8192,30,0.0001,,,,,,,,,,11.120906490832567
0.0001,0.001,10,4096,50,0.0001,,,,,,,,,,11.333118475973606
0.0001,0.0001,5,256,50,0.001,,,,,,,,,,11.26538648456335
0.0,0.001,10,1024,30,0.0001,,,,,,,,,,6.227118480950594
0.0001,0.0001,5,256,30,0.0001,,,,,,,,,,11.057004977017641
0.0001,0.0001,6,64,50,0.0001,,,,,,,,,,11.0030108243227
0.0,0.001,8,256,50,0.0001,,,,,,,,,,5.566935434937477
0.0001,0.0001,10,256,70,0.0001,,,,,,,,,,11.22097672522068
0.0001,0.0001,6,128,70,0.0001,,,,,,,,,,11.079810861498117
0.0001,0.001,8,4096,30,0.0001,,,,,,,,,,11.097077537328005
0.0001,0.0001,8,512,30,0.001,,,,,,,,,,11.148348774760962
0.0,0.001,5,512,30,0.001,,,,,,,,,,5.207364499568939
0.0,0.0001,10,128,50,0.0001,,,,,,,,,,4.024067034944892
0.0001,0.001,10,1024,50,0.001,,,,,,,,,,11.72440031170845
0.0,0.0001,6,1024,50,0.0001,,,,,,,,,,6.1610021740198135
0.0,0.0001,8,4096,70,0.0001,,,,,,,,,,5.965807409957051
0.0,0.001,10,8192,30,0.001,,,,,,,,,,5.823644336313009
0.0001,0.001,5,64,50,0.0001,,,,,,,,,,11.083645645529032
0.0,0.0001,5,8192,70,0.0001,,,,,,,,,,5.76013701967895
0.0,0.0001,6,512,30,0.001,,,,,,,,,,5.0183089673519135
0.0001,0.001,8,2048,70,0.0001,,,,,,,,,,11.44218872487545
0.0,0.001,8,4096,50,0.001,,,,,,,,,,5.831834711134434
0.0,0.001,10,64,30,0.001,,,,,,,,,,3.9430049331858754
0.0,0.001,10,8192,50,0.001,,,,,,,,,,5.422713154926896
0.0,0.001,10,256,30,0.001,,,,,,,,,,4.516893487423658
0.0001,0.0001,5,512,50,0.001,,,,,,,,,,11.279985062777996
0.0,0.001,5,256,50,0.0001,,,,,,,,,,4.919709553942084
0.0,0.001,8,4096,70,0.0001,,,,,,,,,,6.187866490334272
0.0,0.0001,6,512,50,0.0001,,,,,,,,,,5.279580654576421
0.0,0.001,6,128,50,0.001,,,,,,,,,,4.53575386852026
0.0001,0.0001,5,2048,30,0.001,,,,,,,,,,11.138507489115
0.0,0.001,10,8192,70,0.0001,,,,,,,,,,5.689795061945915
0.0001,0.0001,8,256,70,0.001,,,,,,,,,,11.23496351391077
0.0001,0.001,10,512,70,0.001,,,,,,,,,,11.314454533159733
0.0,0.0001,5,64,50,0.001,,,,,,,,,,3.905317796394229
0.0001,0.001,10,64,30,0.0001,,,,,,,,,,11.212386064231396
0.0,0.0001,10,4096,70,0.0001,,,,,,,,,,5.785776665434241
0.0001,0.0001,5,64,50,0.001,,,,,,,,,,11.0371546857059
0.0,0.0001,10,128,30,0.0001,,,,,,,,,,3.916709043085575
0.0001,0.0001,8,1024,30,0.0001,,,,,,,,,,10.961454339325428
0.0001,0.001,5,2048,70,0.0001,,,,,,,,,,11.48697767034173
0.0,0.001,8,4096,70,0.001,,,,,,,,,,6.351685091853142
0.0001,0.001,5,512,70,0.0001,,,,,,,,,,11.273189943283796
0.0,0.001,5,2048,50,0.0001,,,,,,,,,,6.015959093347192
0.0,0.0001,6,1024,70,0.0001,,,,,,,,,,6.161681281402707
0.0001,0.001,8,2048,70,0.0001,,,,,,,,,,11.328170120716095
0.0001,0.001,10,128,30,0.001,,,,,,,,,,11.065162423998117
0.0,0.0001,5,1024,30,0.0001,,,,,,,,,,4.863457230851054
0.0,0.0001,5,4096,30,0.0001,,,,,,,,,,5.592509446665645
0.0,0.0001,5,1024,70,0.001,,,,,,,,,,6.155742643401027
0.0,0.001,8,8192,30,0.001,,,,,,,,,,4.965069433674216
0.0001,0.001,8,1024,70,0.0001,,,,,,,,,,11.481592267751694
0.0,0.0001,8,256,30,0.001,,,,,,,,,,4.364879151806235
0.0001,0.001,8,8192,70,0.001,,,,,,,,,,11.250364448875189
0.0,0.001,10,4096,30,0.0001,,,,,,,,,,4.944716569036245
0.0,0.0001,8,64,30,0.001,,,,,,,,,,3.898990536108613
0.0001,0.0001,8,1024,50,0.0001,,,,,,,,,,11.581598028540611
0.0,0.001,8,512,50,0.001,,,,,,,,,,6.028175335377455
0.0001,0.001,10,1024,50,0.0001,,,,,,,,,,11.249134488403797
0.0001,0.001,6,512,30,0.0001,,,,,,,,,,11.398368250578642
0.0,0.0001,5,64,30,0.001,,,,,,,,,,3.924075558781624
