weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_comp_mlp
0.0001,0.0001,6,256,30,0.001,,,,,,,,,,166.58834611124067
0.0,0.001,5,512,50,0.0001,,,,,,,,,,115.6963065133166
0.0001,0.001,5,4096,70,0.001,,,,,,,,,,200.4791935023977
0.0,0.0001,6,1024,30,0.0001,,,,,,,,,,171.8765463757871
0.0,0.001,10,64,50,0.001,,,,,,,,,,145.55903523003877
0.0001,0.001,5,8192,70,0.0001,,,,,,,,,,184.20891753239417
0.0001,0.001,8,64,70,0.0001,,,,,,,,,,199.39209200730966
0.0001,0.0001,6,128,70,0.0001,,,,,,,,,,183.2186122154122
0.0001,0.0001,6,256,50,0.0001,,,,,,,,,,175.02613329531542
0.0,0.001,10,8192,70,0.0001,,,,,,,,,,136.90946561898758
0.0001,0.0001,6,2048,70,0.001,,,,,,,,,,166.62588888139868
0.0,0.001,8,4096,30,0.0001,,,,,,,,,,131.1072990075866
0.0,0.0001,8,4096,50,0.001,,,,,,,,,,119.45135691628528
0.0001,0.0001,8,1024,70,0.001,,,,,,,,,,182.85348487967875
0.0001,0.0001,5,256,30,0.0001,,,,,,,,,,174.57030054348618
0.0,0.001,8,64,70,0.0001,,,,,,,,,,116.98754122719836
0.0,0.001,10,4096,70,0.0001,,,,,,,,,,136.6919327920942
0.0,0.001,10,512,30,0.0001,,,,,,,,,,127.47231264256719
0.0001,0.001,5,8192,70,0.001,,,,,,,,,,195.31826554483442
0.0001,0.001,8,128,50,0.001,,,,,,,,,,193.55963055055534
0.0,0.0001,8,1024,70,0.0001,,,,,,,,,,110.92162505192543
0.0001,0.001,6,2048,70,0.0001,,,,,,,,,,185.5020114272388
0.0001,0.0001,6,128,70,0.001,,,,,,,,,,182.57713989713298
0.0,0.0001,5,256,30,0.0001,,,,,,,,,,120.50878319811466
0.0001,0.001,5,4096,70,0.001,,,,,,,,,,198.11339830996386
0.0001,0.001,8,2048,50,0.0001,,,,,,,,,,203.09057514703096
0.0001,0.0001,6,128,50,0.0001,,,,,,,,,,189.40884991546176
0.0001,0.001,5,256,30,0.001,,,,,,,,,,222.13539442375526
0.0001,0.0001,6,256,70,0.0001,,,,,,,,,,172.63748157558157
0.0001,0.001,10,512,30,0.001,,,,,,,,,,205.95867327789762
0.0001,0.001,5,1024,70,0.0001,,,,,,,,,,194.90656781552443
0.0001,0.0001,8,4096,50,0.001,,,,,,,,,,156.23692640617713
0.0,0.001,10,8192,70,0.0001,,,,,,,,,,114.93386758263432
0.0,0.001,10,4096,30,0.0001,,,,,,,,,,141.57279256564468
0.0001,0.0001,8,64,50,0.0001,,,,,,,,,,206.69319824674236
0.0001,0.0001,10,128,30,0.0001,,,,,,,,,,194.0449707258993
0.0001,0.001,10,128,50,0.0001,,,,,,,,,,204.27680126588737
0.0001,0.001,8,1024,50,0.0001,,,,,,,,,,189.65303347003993
0.0001,0.001,5,256,50,0.0001,,,,,,,,,,203.28132697717467
0.0,0.0001,10,128,30,0.001,,,,,,,,,,158.83209706776177
0.0001,0.0001,6,1024,30,0.001,,,,,,,,,,174.25793593677122
0.0001,0.0001,8,64,30,0.0001,,,,,,,,,,218.10297484896077
0.0,0.001,8,2048,70,0.001,,,,,,,,,,122.47633487075123
0.0,0.001,10,64,30,0.0001,,,,,,,,,,126.30123770414893
0.0,0.0001,10,512,30,0.0001,,,,,,,,,,134.82637633138629
0.0001,0.001,5,64,70,0.0001,,,,,,,,,,207.1983682433171
0.0001,0.001,5,128,30,0.0001,,,,,,,,,,200.1581045122289
0.0001,0.001,10,256,50,0.0001,,,,,,,,,,197.48374859254753
0.0,0.0001,8,8192,50,0.001,,,,,,,,,,116.14023806443855
0.0001,0.001,8,128,70,0.001,,,,,,,,,,242.17625859958022
0.0,0.001,10,1024,70,0.001,,,,,,,,,,107.66691350225193
0.0001,0.001,5,4096,70,0.001,,,,,,,,,,194.74548430941
0.0001,0.001,10,256,70,0.0001,,,,,,,,,,188.0036638174484
0.0,0.001,8,8192,50,0.0001,,,,,,,,,,113.20305855594464
0.0001,0.001,10,256,30,0.0001,,,,,,,,,,194.5278191637637
0.0001,0.001,10,128,50,0.001,,,,,,,,,,194.41674873010436
0.0001,0.001,10,8192,70,0.0001,,,,,,,,,,188.64762434318885
0.0001,0.0001,10,4096,70,0.0001,,,,,,,,,,169.38470407742173
0.0001,0.001,5,512,50,0.001,,,,,,,,,,194.10025958160855
0.0001,0.0001,5,1024,30,0.001,,,,,,,,,,185.17024299279967
0.0,0.001,10,4096,50,0.0001,,,,,,,,,,170.65281711407562
0.0001,0.0001,5,256,30,0.001,,,,,,,,,,194.1344951800446
0.0001,0.001,5,512,30,0.0001,,,,,,,,,,200.37015624544514
0.0001,0.001,10,128,30,0.001,,,,,,,,,,199.58811859586345
0.0001,0.001,6,256,30,0.001,,,,,,,,,,221.8855006659209
0.0,0.0001,6,8192,50,0.0001,,,,,,,,,,131.20609596594056
0.0001,0.0001,10,128,30,0.001,,,,,,,,,,201.05659780929338
0.0001,0.001,6,256,50,0.001,,,,,,,,,,213.99552416445604
0.0,0.001,5,1024,30,0.001,,,,,,,,,,152.60534428838474
0.0,0.0001,10,128,70,0.001,,,,,,,,,,126.52317314717307
0.0,0.0001,8,64,70,0.001,,,,,,,,,,120.08550817575028
0.0,0.0001,8,64,50,0.001,,,,,,,,,,126.53355515892827
0.0,0.001,8,4096,70,0.0001,,,,,,,,,,115.6113484510735
0.0,0.001,6,8192,70,0.0001,,,,,,,,,,143.083048464647
0.0,0.001,5,512,50,0.0001,,,,,,,,,,110.10202185787372
0.0001,0.001,6,4096,70,0.001,,,,,,,,,,227.90473664696538
0.0001,0.0001,6,4096,50,0.0001,,,,,,,,,,184.99360497318096
0.0,0.0001,6,1024,30,0.0001,,,,,,,,,,141.55796956304295
0.0001,0.001,5,1024,70,0.001,,,,,,,,,,190.2206225039354
0.0,0.0001,8,2048,70,0.0001,,,,,,,,,,117.1626911448009
0.0,0.001,8,256,70,0.001,,,,,,,,,,116.54307396732159
0.0001,0.0001,5,1024,70,0.0001,,,,,,,,,,169.41400539341257
0.0,0.001,10,4096,50,0.0001,,,,,,,,,,139.76154993541206
0.0,0.0001,5,64,50,0.001,,,,,,,,,,131.95220890329844
0.0001,0.0001,8,64,70,0.001,,,,,,,,,,204.971075940488
0.0001,0.001,5,2048,30,0.001,,,,,,,,,,233.6934123252755
0.0,0.0001,8,1024,30,0.001,,,,,,,,,,120.89938508218793
0.0001,0.0001,8,4096,50,0.0001,,,,,,,,,,223.54461931826464
0.0001,0.0001,6,128,70,0.0001,,,,,,,,,,176.15018201230177
0.0001,0.0001,10,512,70,0.0001,,,,,,,,,,176.19092958364914
0.0001,0.0001,8,512,30,0.001,,,,,,,,,,179.57862888165374
0.0,0.0001,6,1024,50,0.001,,,,,,,,,,121.77193707138744
0.0,0.0001,6,4096,50,0.0001,,,,,,,,,,140.02444366910564
0.0,0.001,5,512,30,0.001,,,,,,,,,,137.54209097107844
0.0001,0.001,10,512,30,0.001,,,,,,,,,,193.18724766062266
0.0,0.0001,10,128,70,0.001,,,,,,,,,,121.81947571484011
0.0001,0.001,5,128,30,0.0001,,,,,,,,,,204.5522761558419
0.0001,0.001,6,128,70,0.0001,,,,,,,,,,186.34804796816698
0.0001,0.001,6,64,30,0.001,,,,,,,,,,234.9480118253338
0.0,0.0001,10,256,70,0.0001,,,,,,,,,,120.80048034440226
