weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_comp_mlp
0.0,0.0001,8,8192,70,0.001,,,,,,,,,,1.5817188145592809
0.0001,0.001,6,4096,50,0.0001,,,,,,,,,,12.301567170768976
0.0001,0.001,10,128,30,0.001,,,,,,,,,,11.768357634544373
0.0001,0.001,10,8192,70,0.0001,,,,,,,,,,11.401384189724922
0.0,0.001,6,4096,70,0.0001,,,,,,,,,,1.9808321120217443
0.0001,0.001,10,256,30,0.0001,,,,,,,,,,11.505151268094778
0.0001,0.0001,10,128,50,0.0001,,,,,,,,,,11.092578757554293
0.0,0.001,10,64,30,0.0001,,,,,,,,,,1.3182179611176252
0.0001,0.0001,6,4096,50,0.0001,,,,,,,,,,12.092700272798538
0.0001,0.0001,8,256,50,0.0001,,,,,,,,,,11.17110838741064
0.0001,0.0001,5,8192,30,0.0001,,,,,,,,,,7.085311654955149
0.0,0.0001,6,64,70,0.0001,,,,,,,,,,1.2639347976073623
0.0,0.001,8,256,70,0.0001,,,,,,,,,,1.749358199071139
0.0001,0.0001,6,1024,70,0.001,,,,,,,,,,11.525545116513968
0.0001,0.001,6,2048,70,0.001,,,,,,,,,,11.222130510956049
0.0,0.001,6,128,30,0.001,,,,,,,,,,2.4877010444179177
0.0,0.001,8,8192,70,0.001,,,,,,,,,,1.7245470751076937
0.0001,0.0001,6,8192,50,0.001,,,,,,,,,,12.770826622843742
0.0,0.0001,5,64,50,0.001,,,,,,,,,,1.2681684014387429
0.0001,0.001,5,1024,50,0.001,,,,,,,,,,11.71235090866685
0.0001,0.0001,8,256,50,0.0001,,,,,,,,,,11.259527813643217
0.0001,0.0001,8,64,50,0.0001,,,,,,,,,,11.141202114522457
0.0001,0.0001,10,64,50,0.0001,,,,,,,,,,11.202858373522758
0.0,0.001,10,128,30,0.001,,,,,,,,,,1.6703357975929976
0.0001,0.001,10,64,50,0.0001,,,,,,,,,,11.114212092012167
0.0,0.0001,5,4096,30,0.0001,,,,,,,,,,1.8226447189226747
0.0,0.001,6,512,70,0.001,,,,,,,,,,1.9063835693523288
0.0,0.0001,5,64,30,0.001,,,,,,,,,,1.278230550698936
0.0,0.0001,10,64,50,0.001,,,,,,,,,,1.3077218071557581
0.0,0.001,6,512,50,0.001,,,,,,,,,,1.732060325331986
0.0,0.0001,6,64,50,0.001,,,,,,,,,,1.2678472194820642
0.0001,0.0001,5,4096,50,0.0001,,,,,,,,,,11.281208492815495
0.0001,0.001,8,64,70,0.0001,,,,,,,,,,11.169488590210676
0.0,0.001,5,512,50,0.001,,,,,,,,,,1.922302565537393
0.0,0.0001,10,8192,30,0.0001,,,,,,,,,,1.9902347391471267
0.0,0.0001,6,512,50,0.001,,,,,,,,,,1.8882007505744696
0.0,0.001,10,256,70,0.001,,,,,,,,,,2.3045626068487763
0.0,0.0001,6,64,30,0.001,,,,,,,,,,1.3264275514520705
