weight_decay,learning_rate,hidden_layers,hidden_neurons,num_epochs,decrease_factor,hyperparameter_setting_id,kFold_id,val_loss_mlp,val_loss_hard_post_mlp,val_loss_hard_thr_post_mlp,val_loss_hard_pre_mlp,val_loss_hard_thr_pre_mlp,val_loss_soft_mlp,val_loss_soft_hard_mlp,val_loss_soft_comp_mlp,val_loss_soft_hard_comp_mlp,val_loss_hard_bitwise_minmax_mlp,val_loss_hard_bitwise_quantile_mlp,train_loss_mlp,train_loss_hard_pre_mlp,train_loss_hard_thr_pre_mlp,train_loss_soft_mlp,train_loss_soft_comp_mlp,train_loss_hard_bitwise_minmax_mlp,train_loss_hard_bitwise_quantile_mlp
0.0001,0.001,6,8192,50,0.001,0,7,0.5373635400425304,1.124617576599121,0.5938951373100281,0.6137098873203451,0.6519499014724385,0.5682554827495054,0.5687245509841226,0.5628262243487618,0.5699302093549208,0.6634104468605735,0.6677966470068152,0.2936036973867727,0.4499966113463692,0.5345289718521677,0.5756061462604481,0.13471971051362547,0.6912286566651386,0.6060512791509214
0.0001,0.001,6,8192,50,0.001,0,2,0.5753859877586365,1.9745248447765003,0.6135782193053853,0.6641624542799863,0.5954380577260797,0.5745275995948098,0.5742645778439261,0.5773012204603716,0.578976799141277,0.6465292329137976,0.6697878024794839,0.420974578384472,0.4596253384066665,0.5768888660747072,0.5563381607441799,0.5761401164142982,0.68683296604001,0.5536487449122511
0.0001,0.001,6,8192,50,0.001,0,0,0.5798340493982489,1.4518504576249556,0.6653235446323048,0.5932089767672799,0.5668387115001678,0.5731331001628529,0.5732662704857913,0.5489042970267209,0.5573451925407756,0.7010822675444863,0.7424949515949596,0.27069159694339917,0.5231807931609775,0.5552590107140334,0.5387043949702511,0.08337591013506702,0.6828753990323647,0.5065738332012425
0.0001,0.001,6,8192,50,0.001,0,1,0.5811809436841444,1.024516598744826,0.6245236207138408,0.725412750786001,0.7116576324809681,0.6451240425760095,0.6454489610411904,0.6109114370562814,0.6207309636202726,0.7343963303349235,0.8482507413083856,0.44060832067676214,0.425134456028109,0.531785999627217,0.572723892395911,0.09681482862114259,0.699321532379026,0.5676035686679508
0.0001,0.001,6,8192,50,0.001,0,5,0.5879783278161829,1.3419988507574254,0.6722081764177843,0.601899035952308,0.5969742455265739,0.6413026614622637,0.6421605484052137,0.5663771602240476,0.5669447806748477,0.7331875129179521,0.7571232914924622,0.42411530309397244,0.4932942652831907,0.5526827784336131,0.5628365142189938,0.09792592141615308,0.7119907202280086,0.5405007445293925
0.0001,0.001,6,8192,50,0.001,0,9,0.5915073210542853,1.264289303259416,0.6282384639436548,0.6494222689758647,0.5360615009611304,0.5371902747587725,0.5373114239085804,0.5751391432502053,0.5805685926567424,0.6776133667338978,0.6658350175077264,0.41313433323217474,0.43385627736216004,0.5153227062976878,0.5539321164074151,0.11284535598900655,0.7057748848329419,0.5281042372402938
0.0001,0.001,6,8192,50,0.001,0,6,0.6025128229097887,1.4897517074238171,0.6693207377737219,0.7550261508334767,0.686636206778613,0.6776869784701954,0.6769967891953208,0.6492827615954659,0.6494201773946936,0.873329528353431,0.8484882495620034,0.30677735432982445,0.49872454612151434,0.5914548097745232,0.5571057990841244,0.12418832830355866,0.6921047396633936,0.530422707290753
0.0001,0.001,6,8192,50,0.001,0,4,0.6253399171612479,1.4832496372136204,0.7113871357657693,0.7754776450720701,0.6575931039723483,0.6268995106220245,0.6266031454909932,0.7666186554865404,0.7814350968057459,0.6974470913410187,0.7380352873693813,0.30367978921403055,0.445543411957181,0.575791836756727,0.5783816579243412,0.13155044505939537,0.7158724033962125,0.5753327025019604
0.0001,0.001,6,8192,50,0.001,0,8,0.6290753158656034,1.65434438532049,0.6777176477692344,0.7719010737809268,0.6955947605046359,0.6807543960484591,0.6807028922167692,0.734962831843983,0.7385770380496979,0.8507886366410689,0.8382161638953469,0.4031433926328369,0.48564809398806613,0.568675829016644,0.6014604500454405,0.13462206348776817,0.7018332374484643,0.5390224900582562
0.0001,0.001,6,8192,50,0.001,0,3,0.695942987095226,1.4363204457543113,0.7333949154073541,0.7418433861298994,0.6907989707860079,0.6982825344259088,0.6986097612164237,0.6990937915715304,0.709167477759448,0.7267367893999274,0.8725664561445062,0.4208822645570921,0.48650468610551045,0.5210188918787501,0.5632103250726409,0.13600229176328235,0.6723743311089018,0.5384724480302437
